run_id,test_id,test_name,cache_policy,test_mode_enabled,queue_depth,num_channels,num_planes,ecc_mode,scrambler_enable,burst_length,clock_freq_mhz,prefetch_depth,data_width_bits,addr_width_bits,fifo_depth,cache_size_kb,buffer_size_kb,memory_size_mb,num_agents,agent_mode,env_mode,protocol,reset_cycles,timeout_ns,error_injection_enable,error_injection_rate,coverage_enable,assertion_enable,uvm_verbosity,debug_level,cpu_threads,gpu_accel,compile_options,sim_options,wear_leveling_mode,plane_interleave,vendor_cmd_set,num_transactions,clock_period_ns,test_class,sequence_name
RUN-000011,back_to_back_program_test-000011,Back_To_Back_Program,WriteThrough,0,8,8,2,LDPC,0,32,800,8,32,40,64,1024,32,2048,3,ACTIVE,functional,AXI4,8,1000000,1,0.0391,1,1,UVM_MEDIUM,2,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,dynamic,1,v1.2,128,1.25,back_to_back_program_test,back_to_back_program_seq
RUN-000012,back_to_back_program_test-000012,Back_To_Back_Program,Disabled,1,1,8,2,Disabled,1,8,1200,16,256,40,16,128,256,256,1,ACTIVE,functional,AXI4,16,1000000,0,0.0,1,1,UVM_LOW,0,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,static,1,v1.3,16,0.8333,back_to_back_program_test,back_to_back_program_seq
RUN-000013,power_cycle_test-000013,Power_Cycle,Disabled,0,2,4,4,LDPC,1,4,1200,10,256,48,32,1024,64,256,2,ACTIVE,functional,AXI4,16,1000000,0,0.0,1,1,UVM_LOW,1,2,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,1,v1.3,32,0.8333,power_cycle_test,power_cycle_seq
RUN-000014,erase_suspend_test-000014,Erase_Suspend,WriteThrough,0,2,2,2,LDPC,1,32,600,13,64,40,16,256,128,256,4,ACTIVE,stress,AXI4,16,2000000,1,0.022,1,0,UVM_MEDIUM,1,2,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v2.0,32,1.6667,erase_suspend_test,erase_suspend_seq
RUN-000015,erase_suspend_test-000015,Erase_Suspend,WriteBack,0,16,2,2,Disabled,1,32,400,2,32,40,64,128,256,512,3,ACTIVE,stress,AXI4,32,2000000,0,0.0,1,1,UVM_HIGH,0,2,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,1,v2.0,256,2.5,erase_suspend_test,erase_suspend_seq
RUN-000016,back_to_back_program_test-000016,Back_To_Back_Program,WriteBack,0,2,4,2,LDPC,1,32,1000,10,32,40,32,512,128,512,2,ACTIVE,functional,AXI4,8,2000000,0,0.0,1,1,UVM_LOW,1,2,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,1,v1.3,32,1.0,back_to_back_program_test,back_to_back_program_seq
RUN-000017,back_to_back_program_test-000017,Back_To_Back_Program,Disabled,0,16,2,2,BCH,1,8,600,12,256,40,128,256,64,1024,2,ACTIVE,regression,AXI4,16,1000000,0,0.0,1,1,UVM_LOW,0,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,1,v1.2,256,1.6667,back_to_back_program_test,back_to_back_program_seq
RUN-000018,read_disturb_test-000018,Read_Disturb,WriteBack,0,4,1,2,BCH,0,64,600,8,128,48,128,256,256,512,2,ACTIVE,regression,AXI4,16,2000000,0,0.0,1,1,UVM_MEDIUM,1,4,1,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,1,v1.3,64,1.6667,read_disturb_test,read_disturb_seq
RUN-000019,sequential_write_test-000019,Sequential_Write,WriteBack,0,1,1,2,Disabled,1,4,1200,15,256,32,128,512,32,2048,1,ACTIVE,regression,AXI4,32,1000000,1,0.0193,1,1,UVM_LOW,0,4,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,static,1,v1.3,16,0.8333,sequential_write_test,sequential_write_seq
RUN-000020,back_to_back_program_test-000020,Back_To_Back_Program,Adaptive,1,8,4,4,BCH,1,8,800,10,128,48,64,256,32,2048,4,ACTIVE,functional,AXI4,32,1000000,0,0.0,1,1,UVM_MEDIUM,1,2,1,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,0,v1.3,128,1.25,back_to_back_program_test,back_to_back_program_seq
RUN-000021,random_read_test-000021,Random_Read,Adaptive,1,64,2,2,BCH,1,16,600,2,32,32,8,512,256,512,1,ACTIVE,regression,AXI4,16,1000000,1,0.0249,1,1,UVM_MEDIUM,1,4,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,1,v1.3,1024,1.6667,random_read_test,random_read_seq
RUN-000022,sequential_write_test-000022,Sequential_Write,WriteBack,0,8,1,2,BCH,0,16,1000,7,32,48,16,512,256,512,1,PASSIVE,functional,AXI4,16,1000000,1,0.0191,1,1,UVM_LOW,1,8,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,0,v1.3,128,1.0,sequential_write_test,sequential_write_seq
RUN-000023,random_read_test-000023,Random_Read,WriteThrough,0,4,8,2,Disabled,0,8,1000,11,64,32,64,512,128,1024,3,ACTIVE,functional,AXI4,8,1000000,1,0.016,1,1,UVM_LOW,0,8,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,static,0,v1.3,64,1.0,random_read_test,random_read_seq
RUN-000024,back_to_back_program_test-000024,Back_To_Back_Program,Adaptive,0,32,8,1,LDPC,0,4,1200,2,32,48,128,256,128,512,1,ACTIVE,regression,AXI4,16,500000,0,0.0,1,1,UVM_LOW,0,4,1,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,1,v2.0,512,0.8333,back_to_back_program_test,back_to_back_program_seq
RUN-000025,power_cycle_test-000025,Power_Cycle,WriteThrough,0,32,4,2,LDPC,0,16,800,16,64,40,32,256,128,512,4,ACTIVE,regression,AXI4,16,1000000,0,0.0,0,1,UVM_LOW,1,1,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,1,v1.3,512,1.25,power_cycle_test,power_cycle_seq
RUN-000026,back_to_back_program_test-000026,Back_To_Back_Program,Disabled,0,1,8,1,BCH,1,64,600,2,128,40,16,256,32,1024,2,ACTIVE,regression,AXI4,32,2000000,1,0.0089,1,1,UVM_LOW,1,1,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,static,1,v2.0,16,1.6667,back_to_back_program_test,back_to_back_program_seq
RUN-000027,random_read_test-000027,Random_Read,Disabled,0,32,4,1,LDPC,1,16,400,6,64,32,32,512,128,512,1,PASSIVE,stress,AXI4,16,1000000,1,0.0225,1,1,UVM_LOW,0,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,static,0,v2.0,512,2.5,random_read_test,random_read_seq
RUN-000028,back_to_back_program_test-000028,Back_To_Back_Program,WriteThrough,0,8,4,2,LDPC,0,16,1200,2,32,40,8,128,64,256,2,ACTIVE,stress,AXI4,32,500000,1,0.0139,1,1,UVM_MEDIUM,1,8,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,dynamic,0,v1.2,128,0.8333,back_to_back_program_test,back_to_back_program_seq
RUN-000029,garbage_collect_test-000029,Garbage_Collect,Adaptive,0,8,4,4,LDPC,0,32,600,1,128,40,32,128,128,512,4,ACTIVE,functional,AXI4,32,500000,0,0.0,1,0,UVM_MEDIUM,2,8,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,static,1,v1.2,128,1.6667,garbage_collect_test,garbage_collect_seq
RUN-000030,erase_suspend_test-000030,Erase_Suspend,WriteThrough,1,8,2,2,Disabled,1,64,800,5,256,40,16,128,32,2048,2,ACTIVE,stress,AXI4,16,2000000,0,0.0,1,1,UVM_HIGH,0,8,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,1,v1.2,128,1.25,erase_suspend_test,erase_suspend_seq
RUN-000031,power_cycle_test-000031,Power_Cycle,Disabled,1,2,1,1,LDPC,1,8,600,1,256,40,32,128,128,512,1,ACTIVE,regression,AXI4,8,2000000,0,0.0,1,1,UVM_DEBUG,1,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,0,v1.2,32,1.6667,power_cycle_test,power_cycle_seq
RUN-000032,back_to_back_program_test-000032,Back_To_Back_Program,Adaptive,0,16,2,1,LDPC,1,16,400,7,256,48,64,1024,64,1024,2,PASSIVE,functional,AXI4,8,2000000,0,0.0,0,1,UVM_LOW,0,4,1,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,0,v1.3,256,2.5,back_to_back_program_test,back_to_back_program_seq
RUN-000033,back_to_back_program_test-000033,Back_To_Back_Program,WriteBack,0,16,2,2,BCH,1,16,800,6,64,48,32,256,128,1024,2,PASSIVE,stress,AXI4,8,2000000,1,0.0249,1,1,UVM_LOW,2,1,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v1.2,256,1.25,back_to_back_program_test,back_to_back_program_seq
RUN-000034,back_to_back_program_test-000034,Back_To_Back_Program,WriteThrough,0,64,2,1,BCH,1,16,1000,2,256,32,16,512,64,512,1,ACTIVE,functional,AXI4,32,2000000,1,0.0494,1,1,UVM_MEDIUM,0,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,1,v2.0,1024,1.0,back_to_back_program_test,back_to_back_program_seq
RUN-000035,random_read_test-000035,Random_Read,Adaptive,1,4,2,2,BCH,0,4,800,2,64,40,32,256,32,512,3,PASSIVE,functional,AXI4,8,1000000,0,0.0,1,1,UVM_HIGH,1,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,0,v1.3,64,1.25,random_read_test,random_read_seq
RUN-000036,back_to_back_program_test-000036,Back_To_Back_Program,Disabled,0,2,2,2,BCH,1,8,1200,12,128,48,16,128,128,256,2,ACTIVE,regression,AXI4,8,1000000,1,0.0195,1,0,UVM_MEDIUM,0,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,0,v1.3,32,0.8333,back_to_back_program_test,back_to_back_program_seq
RUN-000037,back_to_back_program_test-000037,Back_To_Back_Program,WriteBack,0,8,1,2,Disabled,0,64,600,6,64,32,8,256,64,1024,1,ACTIVE,stress,AXI4,16,1000000,0,0.0,1,1,UVM_HIGH,0,8,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,static,0,v2.0,128,1.6667,back_to_back_program_test,back_to_back_program_seq
RUN-000038,back_to_back_program_test-000038,Back_To_Back_Program,WriteBack,0,1,1,2,LDPC,1,16,600,6,64,48,32,1024,128,1024,2,ACTIVE,functional,AXI4,32,1000000,0,0.0,1,1,UVM_MEDIUM,0,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,1,v1.3,16,1.6667,back_to_back_program_test,back_to_back_program_seq
RUN-000039,sequential_write_test-000039,Sequential_Write,Adaptive,0,4,1,1,LDPC,0,16,800,3,32,48,16,1024,128,1024,4,ACTIVE,stress,AXI4,16,1000000,1,0.0095,1,1,UVM_LOW,0,1,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,1,v1.2,64,1.25,sequential_write_test,sequential_write_seq
RUN-000040,back_to_back_program_test-000040,Back_To_Back_Program,Adaptive,1,2,4,2,LDPC,1,16,800,4,64,32,16,1024,64,256,1,ACTIVE,functional,AXI4,16,1000000,0,0.0,1,1,UVM_MEDIUM,2,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,1,v1.3,32,1.25,back_to_back_program_test,back_to_back_program_seq
RUN-000041,back_to_back_program_test-000041,Back_To_Back_Program,Adaptive,0,32,2,2,LDPC,0,16,1000,4,64,40,16,512,64,2048,3,ACTIVE,functional,AXI4,32,2000000,0,0.0,1,0,UVM_DEBUG,0,1,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,0,v1.2,512,1.0,back_to_back_program_test,back_to_back_program_seq
RUN-000042,power_cycle_test-000042,Power_Cycle,Adaptive,0,16,8,1,Disabled,0,32,600,2,64,40,32,1024,128,2048,2,ACTIVE,regression,AXI4,32,2000000,1,0.0446,1,1,UVM_MEDIUM,1,2,1,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto -cm line+cond+fsm,hybrid,1,v1.3,256,1.6667,power_cycle_test,power_cycle_seq
RUN-000043,random_read_test-000043,Random_Read,Adaptive,1,16,8,2,BCH,0,4,400,5,256,48,16,1024,256,256,1,ACTIVE,regression,AXI4,8,500000,1,0.0436,1,1,UVM_LOW,2,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,0,v1.2,256,2.5,random_read_test,random_read_seq
RUN-000044,sequential_write_test-000044,Sequential_Write,Adaptive,0,2,2,4,BCH,1,64,800,9,128,40,64,512,256,512,1,ACTIVE,regression,AXI4,8,1000000,1,0.0179,1,1,UVM_LOW,0,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,1,v1.2,32,1.25,sequential_write_test,sequential_write_seq
RUN-000045,erase_suspend_test-000045,Erase_Suspend,WriteBack,1,2,4,1,BCH,0,8,800,5,32,48,64,512,64,1024,3,ACTIVE,regression,AXI4,8,2000000,1,0.0364,1,0,UVM_MEDIUM,0,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,static,1,v1.3,32,1.25,erase_suspend_test,erase_suspend_seq
RUN-000046,erase_suspend_test-000046,Erase_Suspend,WriteBack,0,4,8,1,BCH,1,16,400,2,128,40,8,1024,256,512,1,ACTIVE,regression,AXI4,16,500000,1,0.0044,1,1,UVM_LOW,2,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,hybrid,1,v1.3,64,2.5,erase_suspend_test,erase_suspend_seq
RUN-000047,garbage_collect_test-000047,Garbage_Collect,Disabled,0,2,8,4,Disabled,1,4,400,7,64,32,16,128,256,512,1,ACTIVE,regression,AXI4,8,500000,0,0.0,1,1,UVM_MEDIUM,1,8,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,1,v1.2,32,2.5,garbage_collect_test,garbage_collect_seq
RUN-000048,garbage_collect_test-000048,Garbage_Collect,WriteThrough,1,32,4,2,BCH,1,8,800,6,32,40,64,256,64,512,1,ACTIVE,functional,AXI4,32,500000,1,0.0382,0,1,UVM_DEBUG,2,1,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,0,v2.0,512,1.25,garbage_collect_test,garbage_collect_seq
RUN-000049,sequential_write_test-000049,Sequential_Write,Disabled,0,16,2,1,BCH,0,4,800,7,32,40,32,512,64,256,3,PASSIVE,stress,AXI4,16,500000,0,0.0,1,1,UVM_MEDIUM,0,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,static,0,v1.2,256,1.25,sequential_write_test,sequential_write_seq
RUN-000050,random_read_test-000050,Random_Read,Disabled,0,32,8,4,BCH,1,16,1000,11,128,32,128,256,32,1024,2,ACTIVE,functional,AXI4,32,1000000,1,0.0293,1,1,UVM_DEBUG,0,2,1,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,1,v1.3,512,1.0,random_read_test,random_read_seq
RUN-000051,garbage_collect_test-000051,Garbage_Collect,WriteBack,0,16,2,2,BCH,0,64,800,3,32,40,128,256,128,2048,3,ACTIVE,regression,AXI4,32,1000000,1,0.0143,0,0,UVM_HIGH,0,8,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,0,v1.3,256,1.25,garbage_collect_test,garbage_collect_seq
RUN-000052,back_to_back_program_test-000052,Back_To_Back_Program,Adaptive,0,4,1,4,BCH,1,16,600,1,64,32,16,512,256,256,3,ACTIVE,regression,AXI4,32,1000000,0,0.0,0,1,UVM_MEDIUM,2,2,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,0,v1.3,64,1.6667,back_to_back_program_test,back_to_back_program_seq
RUN-000053,power_cycle_test-000053,Power_Cycle,WriteBack,0,4,8,2,BCH,1,4,800,12,32,40,32,256,32,256,2,ACTIVE,regression,AXI4,8,1000000,1,0.0352,1,1,UVM_LOW,2,8,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,dynamic,0,v1.3,64,1.25,power_cycle_test,power_cycle_seq
RUN-000054,power_cycle_test-000054,Power_Cycle,Adaptive,0,4,2,2,BCH,1,16,600,0,256,32,32,1024,128,1024,1,ACTIVE,functional,AXI4,32,1000000,1,0.0137,1,1,UVM_MEDIUM,0,2,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,hybrid,1,v2.0,64,1.6667,power_cycle_test,power_cycle_seq
RUN-000055,garbage_collect_test-000055,Garbage_Collect,Adaptive,0,2,4,4,LDPC,0,16,1000,13,256,32,32,1024,64,1024,1,ACTIVE,stress,AXI4,16,500000,1,0.0134,1,1,UVM_LOW,1,2,1,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,static,1,v1.3,32,1.0,garbage_collect_test,garbage_collect_seq
RUN-000056,erase_suspend_test-000056,Erase_Suspend,WriteThrough,0,64,8,4,LDPC,0,64,600,6,32,40,64,512,128,512,4,ACTIVE,regression,AXI4,16,1000000,0,0.0,0,1,UVM_HIGH,2,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,0,v1.2,1024,1.6667,erase_suspend_test,erase_suspend_seq
RUN-000057,power_cycle_test-000057,Power_Cycle,WriteThrough,0,2,4,4,BCH,0,32,1000,2,64,48,8,512,32,512,3,ACTIVE,functional,AXI4,16,1000000,1,0.0184,1,1,UVM_MEDIUM,1,2,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,hybrid,0,v1.3,32,1.0,power_cycle_test,power_cycle_seq
RUN-000058,power_cycle_test-000058,Power_Cycle,WriteThrough,0,4,4,4,BCH,0,64,1000,1,128,32,64,512,128,2048,3,ACTIVE,regression,AXI4,8,1000000,1,0.048,1,0,UVM_MEDIUM,0,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,dynamic,0,v2.0,64,1.0,power_cycle_test,power_cycle_seq
RUN-000059,erase_suspend_test-000059,Erase_Suspend,WriteBack,0,16,8,2,Disabled,0,32,800,1,64,32,64,512,128,512,1,PASSIVE,functional,AXI4,8,1000000,0,0.0,1,1,UVM_LOW,0,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v2.0,256,1.25,erase_suspend_test,erase_suspend_seq
RUN-000060,erase_suspend_test-000060,Erase_Suspend,WriteBack,1,64,8,4,LDPC,1,8,1200,3,32,32,64,128,32,256,2,ACTIVE,stress,AXI4,16,1000000,1,0.0143,1,1,UVM_LOW,0,2,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,0,v1.3,1024,0.8333,erase_suspend_test,erase_suspend_seq
RUN-000061,sequential_write_test-000061,Sequential_Write,Disabled,0,16,8,4,LDPC,1,64,1000,14,256,48,16,256,32,512,4,ACTIVE,regression,AXI4,16,1000000,0,0.0,1,1,UVM_HIGH,0,1,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,static,0,v1.3,256,1.0,sequential_write_test,sequential_write_seq
RUN-000062,power_cycle_test-000062,Power_Cycle,Disabled,0,8,4,4,BCH,0,32,800,3,256,32,64,128,64,1024,2,ACTIVE,stress,AXI4,8,1000000,1,0.0115,1,1,UVM_MEDIUM,0,1,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,0,v1.2,128,1.25,power_cycle_test,power_cycle_seq
RUN-000063,sequential_write_test-000063,Sequential_Write,Disabled,0,64,4,4,Disabled,1,32,1000,10,32,32,8,512,64,1024,4,ACTIVE,stress,AXI4,8,1000000,1,0.0186,1,1,UVM_MEDIUM,0,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,1,v1.2,1024,1.0,sequential_write_test,sequential_write_seq
RUN-000064,sequential_write_test-000064,Sequential_Write,Adaptive,1,8,2,1,Disabled,0,16,400,6,128,40,8,128,128,1024,1,PASSIVE,functional,AXI4,16,1000000,0,0.0,1,1,UVM_MEDIUM,0,8,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,dynamic,0,v1.2,128,2.5,sequential_write_test,sequential_write_seq
RUN-000065,sequential_write_test-000065,Sequential_Write,Adaptive,1,2,2,1,LDPC,0,32,600,9,32,32,64,256,32,1024,3,ACTIVE,functional,AXI4,32,1000000,0,0.0,1,1,UVM_LOW,0,4,1,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,static,0,v1.2,32,1.6667,sequential_write_test,sequential_write_seq
RUN-000066,mixed_rw_test-000066,Mixed_RW,Adaptive,0,2,8,4,LDPC,0,32,800,14,32,32,8,512,128,256,1,ACTIVE,functional,AXI4,16,1000000,0,0.0,1,0,UVM_LOW,0,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,hybrid,1,v1.2,32,1.25,mixed_rw_test,mixed_rw_seq
