run_id,test_id,seed,status,pass_fail,failure_type,error_code,error_id,first_error_time_ns,uvm_error_count,uvm_warning_count,uvm_fatal_count,assertion_failures,scoreboard_mismatches,execution_time_ms,throughput_mbps,sim_cycles,exit_code,verdict_source
RUN-000033,back_to_back_program_test-000033,44420525,PASS,pass,NONE,,,,0,0,0,0,0,41.58,13.09,33266830,0,uvm_report_server
RUN-000034,back_to_back_program_test-000034,1107497648,PASS,pass,NONE,,,,0,0,0,0,0,329.87,3.25,329870730,0,uvm_report_server
RUN-000035,random_read_test-000035,1441096815,PASS,pass,NONE,,,,0,1,0,0,0,3.3,10.2,2638784,0,uvm_report_server
RUN-000036,back_to_back_program_test-000036,103286072,FAIL,fail,TIMEOUT,E_TMO_0x40,TIMEOUT,1992530,3,0,1,0,0,1996.53,0.01,2395836350,1,uvm_report_server
RUN-000037,back_to_back_program_test-000037,1922582506,PASS,pass,NONE,,,,0,1,0,0,0,228.29,2.44,136974630,0,uvm_report_server
RUN-000038,back_to_back_program_test-000038,660589914,PASS,pass,NONE,,,,0,1,0,0,0,4.63,3.57,2778456,0,uvm_report_server
RUN-000039,sequential_write_test-000039,101256935,PASS,pass,NONE,,,,0,1,0,0,0,57.7,0.56,46157694,0,uvm_report_server
RUN-000040,back_to_back_program_test-000040,1678057126,FAIL,fail,FIFO_OVERFLOW,E_FIFO_0x21,FIFO_OVERFLOW,2780,1,0,0,0,0,6.78,5.64,5423940,1,uvm_report_server
RUN-000041,back_to_back_program_test-000041,1369037149,FAIL,fail,FIFO_OVERFLOW,E_FIFO_0x21,FIFO_OVERFLOW,189580,3,1,0,0,0,193.58,3.83,193582331,1,uvm_report_server
RUN-000042,power_cycle_test-000042,1714171944,PASS,pass,NONE,,,,0,1,0,0,0,155.82,13.75,93494829,0,uvm_report_server
RUN-000043,random_read_test-000043,749502292,PASS,pass,NONE,,,,0,1,0,0,0,7.88,70.59,3153968,0,uvm_report_server
RUN-000044,sequential_write_test-000044,1191221049,FAIL,fail,PROTOCOL_VIOLATION,E_PROT_0x52,PROTOCOL_VIOLATION,2500,2,0,1,0,0,4.42,52.16,3538731,1,uvm_report_server
RUN-000045,erase_suspend_test-000045,1384802838,FAIL,fail,ASSERTION_FAIL,E_ASRT_0x60,ASSERTION_FAIL,2500,1,1,0,0,0,1.04,21.54,835988,1,uvm_report_server
RUN-000046,erase_suspend_test-000046,1900502503,PASS,pass,NONE,,,,0,0,0,0,0,22.64,12.38,9055174,0,uvm_report_server
RUN-000047,garbage_collect_test-000047,981722667,PASS,pass,NONE,,,,0,0,0,0,0,1.0,127.82,400000,0,uvm_report_server
RUN-000048,garbage_collect_test-000048,844752174,PASS,pass,NONE,,,,0,0,0,0,0,23.74,47.16,18995336,0,uvm_report_server
RUN-000049,sequential_write_test-000049,1699525992,PASS,pass,NONE,,,,0,1,0,0,0,28.12,2.2,22492460,0,uvm_report_server
RUN-000050,random_read_test-000050,1091594717,FAIL,fail,TIMEOUT,E_TMO_0x40,TIMEOUT,1963670,4,0,1,1,0,1967.67,3.05,1967666450,1,uvm_report_server
RUN-000051,garbage_collect_test-000051,2143013145,PASS,pass,NONE,,,,0,1,0,0,0,208.77,10.44,167012480,0,uvm_report_server
RUN-000052,back_to_back_program_test-000052,618971498,FAIL,fail,FIFO_OVERFLOW,E_FIFO_0x21,FIFO_OVERFLOW,26040,1,0,0,0,0,30.04,2.24,18021116,1,uvm_report_server
RUN-000053,power_cycle_test-000053,1497408628,PASS,pass,NONE,,,,0,1,0,0,0,1.0,120.77,800000,0,uvm_report_server
RUN-000054,power_cycle_test-000054,341990452,PASS,pass,NONE,,,,0,0,0,0,0,18.89,6.41,11335105,0,uvm_report_server
RUN-000055,garbage_collect_test-000055,653860104,FAIL,fail,TIMEOUT,E_TMO_0x40,TIMEOUT,1980040,1,0,1,0,0,1984.04,0.04,1984040348,1,uvm_report_server
RUN-000056,erase_suspend_test-000056,698255938,FAIL,fail,RETENTION_FAIL,E_RET_0x71,RETENTION_FAIL,365300,3,1,0,1,1,369.3,87.1,221581395,1,uvm_report_server
RUN-000057,power_cycle_test-000057,937957852,PASS,pass,NONE,,,,0,0,0,0,0,5.69,93.25,5686902,0,uvm_report_server
RUN-000058,power_cycle_test-000058,144061521,PASS,pass,NONE,,,,0,0,0,0,0,35.67,60.17,35672332,0,uvm_report_server
RUN-000059,erase_suspend_test-000059,1711613393,PASS,pass,NONE,,,,0,0,0,0,0,65.08,68.9,52067167,0,uvm_report_server
RUN-000060,erase_suspend_test-000060,1833198366,FAIL,fail,DATA_MISMATCH,E_CMP_0x11,DATA_MISMATCH,7420,3,1,0,1,1,11.42,516.87,13699124,1,uvm_report_server
RUN-000061,sequential_write_test-000061,1927260258,FAIL,fail,PROTOCOL_VIOLATION,E_PROT_0x52,PROTOCOL_VIOLATION,10230,3,0,1,1,0,14.23,474.72,14232345,1,uvm_report_server
RUN-000062,power_cycle_test-000062,263604129,PASS,pass,NONE,,,,0,0,0,0,0,20.94,102.67,16751367,0,uvm_report_server
RUN-000063,sequential_write_test-000063,383016633,FAIL,fail,ECC_UNCORRECTABLE,E_ECC_0x33,ECC_UNCORRECTABLE,153250,3,0,0,1,1,157.25,46.07,157253426,1,uvm_report_server
RUN-000064,sequential_write_test-000064,1580568153,PASS,pass,NONE,,,,0,0,0,0,0,42.37,2.87,16946332,0,uvm_report_server
RUN-000065,sequential_write_test-000065,1793254677,PASS,pass,NONE,,,,0,0,0,0,0,33.01,2.02,19808200,0,uvm_report_server
RUN-000066,mixed_rw_test-000066,364409053,PASS,pass,NONE,,,,0,1,0,0,0,5.87,169.93,4694138,0,uvm_report_server
RUN-000067,read_disturb_test-000067,1257257278,FAIL,fail,ASSERTION_FAIL,E_ASRT_0x60,ASSERTION_FAIL,46470,3,0,0,1,0,50.47,2.54,30280163,1,uvm_report_server
RUN-000068,back_to_back_program_test-000068,1503299711,PASS,pass,NONE,,,,0,0,0,0,0,103.37,5.42,62019493,0,uvm_report_server
RUN-000069,back_to_back_program_test-000069,1037959112,FAIL,fail,FIFO_OVERFLOW,E_FIFO_0x21,FIFO_OVERFLOW,35070,1,0,0,0,0,39.07,4.4,23439783,1,uvm_report_server
RUN-000070,back_to_back_program_test-000070,1202061920,PASS,pass,NONE,,,,0,0,0,0,0,17.81,7.28,17813494,0,uvm_report_server
RUN-000071,random_read_test-000071,603847077,PASS,pass,NONE,,,,0,0,0,0,0,78.22,1.76,31289207,0,uvm_report_server
RUN-000072,mixed_rw_test-000072,1563731385,PASS,pass,NONE,,,,0,0,0,0,0,25.57,5.44,20453679,0,uvm_report_server
RUN-000073,random_read_test-000073,1097818361,PASS,pass,NONE,,,,0,1,0,0,0,1.63,40.35,979429,0,uvm_report_server
RUN-000074,random_read_test-000074,1769096676,PASS,pass,NONE,,,,0,0,0,0,0,141.73,15.87,113380607,0,uvm_report_server
RUN-000075,garbage_collect_test-000075,728407618,PASS,pass,NONE,,,,0,0,0,0,0,51.56,5.33,30935606,0,uvm_report_server
RUN-000076,random_read_test-000076,1173532756,PASS,pass,NONE,,,,0,0,0,0,0,6.86,38.02,5484029,0,uvm_report_server
RUN-000077,erase_suspend_test-000077,1342269979,PASS,pass,NONE,,,,0,1,0,0,0,1.91,126.43,764925,0,uvm_report_server
RUN-000078,power_cycle_test-000078,1584905858,FAIL,fail,DATA_MISMATCH,E_CMP_0x11,DATA_MISMATCH,208680,3,1,0,1,1,212.68,11.42,170141748,1,uvm_report_server
RUN-000079,sequential_write_test-000079,1916152944,FAIL,fail,TIMEOUT,E_TMO_0x40,TIMEOUT,1982580,2,1,1,0,0,1986.58,0.75,1986581164,1,uvm_report_server
RUN-000080,back_to_back_program_test-000080,1495922919,PASS,pass,NONE,,,,0,0,0,0,0,5.93,20.57,4742639,0,uvm_report_server
RUN-000081,random_read_test-000081,384627473,PASS,pass,NONE,,,,0,0,0,0,0,36.2,56.67,21720646,0,uvm_report_server
RUN-000082,erase_suspend_test-000082,1323096046,FAIL,fail,THERMAL_SHUTDOWN,E_THRM_0x80,THERMAL_SHUTDOWN,3170,2,1,0,0,0,7.17,2.89,7169813,1,uvm_report_server
RUN-000083,sequential_write_test-000083,1114924955,PASS,pass,NONE,,,,0,1,0,0,0,45.17,2.83,27104475,0,uvm_report_server
RUN-000084,read_disturb_test-000084,1211535764,FAIL,fail,TIMEOUT,E_TMO_0x40,TIMEOUT,1982530,1,0,1,0,0,1986.53,0.16,1986527256,1,uvm_report_server
RUN-000085,random_read_test-000085,1216872463,PASS,pass,NONE,,,,0,1,0,0,0,2.65,47.75,2119094,0,uvm_report_server
RUN-000086,back_to_back_program_test-000086,454749725,PASS,pass,NONE,,,,0,1,0,0,0,26.72,2.26,16033733,0,uvm_report_server
RUN-000087,back_to_back_program_test-000087,998475883,FAIL,fail,FIFO_OVERFLOW,E_FIFO_0x21,FIFO_OVERFLOW,10880,4,0,0,1,0,14.88,2.37,11900312,1,uvm_report_server
RUN-000088,sequential_write_test-000088,1754949593,PASS,pass,NONE,,,,0,0,0,0,0,11.56,11.86,11559556,0,uvm_report_server
RUN-000089,random_read_test-000089,571004314,PASS,pass,NONE,,,,0,1,0,0,0,1.07,227.59,1074688,0,uvm_report_server
RUN-000090,back_to_back_program_test-000090,1133852326,FAIL,fail,ASSERTION_FAIL,E_ASRT_0x60,ASSERTION_FAIL,11930,1,0,0,0,0,15.93,11.69,6373885,1,uvm_report_server
RUN-000091,sequential_write_test-000091,1214256694,FAIL,fail,ASSERTION_FAIL,E_ASRT_0x60,ASSERTION_FAIL,2500,2,1,0,0,0,3.95,21.46,3157048,1,uvm_report_server
RUN-000092,random_read_test-000092,1300807972,PASS,pass,NONE,,,,0,0,0,0,0,7.47,128.85,8962930,0,uvm_report_server
RUN-000093,power_cycle_test-000093,770481276,PASS,pass,NONE,,,,0,0,0,0,0,3.45,8.86,2068781,0,uvm_report_server
RUN-000094,erase_suspend_test-000094,1849359784,PASS,pass,NONE,,,,0,0,0,0,0,30.04,4.29,24032882,0,uvm_report_server
RUN-000095,back_to_back_program_test-000095,1614210306,PASS,pass,NONE,,,,0,0,0,0,0,11.12,11.66,4447468,0,uvm_report_server
RUN-000096,mixed_rw_test-000096,1127521653,PASS,pass,NONE,,,,0,1,0,0,0,116.46,0.59,46585865,0,uvm_report_server
RUN-000097,sequential_write_test-000097,365802084,PASS,pass,NONE,,,,0,0,0,0,0,72.61,1.7,72613703,0,uvm_report_server
RUN-000098,sequential_write_test-000098,766753021,PASS,pass,NONE,,,,0,0,0,0,0,72.7,13.38,29078266,0,uvm_report_server
RUN-000099,mixed_rw_test-000099,872950796,PASS,pass,NONE,,,,0,0,0,0,0,30.01,4.2,36012467,0,uvm_report_server
RUN-000100,erase_suspend_test-000100,764031745,PASS,pass,NONE,,,,0,0,0,0,0,1.93,64.14,1543027,0,uvm_report_server
RUN-000101,sequential_write_test-000101,1870402858,PASS,pass,NONE,,,,0,0,0,0,0,6.53,154.53,2613705,0,uvm_report_server
RUN-000102,back_to_back_program_test-000102,494348318,PASS,pass,NONE,,,,0,1,0,0,0,51.85,42.83,41480947,0,uvm_report_server
RUN-000103,back_to_back_program_test-000103,962375365,FAIL,fail,FIFO_OVERFLOW,E_FIFO_0x21,FIFO_OVERFLOW,37300,4,1,0,1,0,41.3,4.29,41304099,1,uvm_report_server
RUN-000104,back_to_back_program_test-000104,1721141976,PASS,pass,NONE,,,,0,1,0,0,0,38.23,6.8,30582454,0,uvm_report_server
RUN-000105,back_to_back_program_test-000105,2025669838,PASS,pass,NONE,,,,0,0,0,0,0,12.6,39.95,10076706,0,uvm_report_server
RUN-000106,mixed_rw_test-000106,1736263303,PASS,pass,NONE,,,,0,1,0,0,0,14.31,4.5,8586607,0,uvm_report_server
RUN-000107,read_disturb_test-000107,1767370852,PASS,pass,NONE,,,,0,0,0,0,0,1.0,33.79,800000,0,uvm_report_server
RUN-000108,garbage_collect_test-000108,1224635958,PASS,pass,NONE,,,,0,1,0,0,0,13.05,39.49,5220881,0,uvm_report_server
RUN-000109,garbage_collect_test-000109,1394039325,PASS,pass,NONE,,,,0,0,0,0,0,17.73,3.54,10639739,0,uvm_report_server
RUN-000110,back_to_back_program_test-000110,1885656038,PASS,pass,NONE,,,,0,0,0,0,0,13.98,19.75,11183756,0,uvm_report_server
RUN-000111,mixed_rw_test-000111,285356870,PASS,pass,NONE,,,,0,0,0,0,0,49.5,2.6,49500969,0,uvm_report_server
RUN-000112,sequential_write_test-000112,1413087667,PASS,pass,NONE,,,,0,1,0,0,0,11.53,21.9,6915040,0,uvm_report_server
RUN-000113,power_cycle_test-000113,679055751,PASS,pass,NONE,,,,0,1,0,0,0,21.82,0.72,17458022,0,uvm_report_server
RUN-000114,read_disturb_test-000114,477840640,PASS,pass,NONE,,,,0,1,0,0,0,17.3,226.56,10381262,0,uvm_report_server
RUN-000115,random_read_test-000115,427846751,PASS,pass,NONE,,,,0,1,0,0,0,5.67,5.98,4536009,0,uvm_report_server
RUN-000116,read_disturb_test-000116,2009426465,FAIL,fail,TIMEOUT,E_TMO_0x40,TIMEOUT,1991810,2,0,1,0,0,1995.81,5.32,1995814526,1,uvm_report_server
RUN-000117,mixed_rw_test-000117,853462325,FAIL,fail,TIMEOUT,E_TMO_0x40,TIMEOUT,1969640,3,1,1,0,0,1973.64,0.07,1973641048,1,uvm_report_server
RUN-000118,erase_suspend_test-000118,1989188749,FAIL,fail,ASSERTION_FAIL,E_ASRT_0x60,ASSERTION_FAIL,66380,2,0,0,1,0,70.38,1.2,42228327,1,uvm_report_server
RUN-000119,random_read_test-000119,178713398,PASS,pass,NONE,,,,0,0,0,0,0,101.03,10.69,80822172,0,uvm_report_server
RUN-000120,mixed_rw_test-000120,662004837,PASS,pass,NONE,,,,0,0,0,0,0,345.16,6.38,276129235,0,uvm_report_server
RUN-000121,garbage_collect_test-000121,745338310,PASS,pass,NONE,,,,0,0,0,0,0,13.52,1.21,8112661,0,uvm_report_server
RUN-000122,random_read_test-000122,388148358,PASS,pass,NONE,,,,0,0,0,0,0,22.54,6.09,13523371,0,uvm_report_server
RUN-000123,sequential_write_test-000123,792965815,PASS,pass,NONE,,,,0,1,0,0,0,13.4,4.59,8038775,0,uvm_report_server
RUN-000124,back_to_back_program_test-000124,399216146,PASS,pass,NONE,,,,0,0,0,0,0,1.0,254.04,800000,0,uvm_report_server
RUN-000125,mixed_rw_test-000125,658648926,PASS,pass,NONE,,,,0,0,0,0,0,58.02,2.4,46418693,0,uvm_report_server
RUN-000126,read_disturb_test-000126,357875163,PASS,pass,NONE,,,,0,1,0,0,0,34.36,29.33,27489061,0,uvm_report_server
RUN-000127,power_cycle_test-000127,2024189734,PASS,pass,NONE,,,,0,1,0,0,0,61.44,32.49,73723088,0,uvm_report_server
RUN-000128,back_to_back_program_test-000128,642692627,FAIL,fail,FIFO_OVERFLOW,E_FIFO_0x21,FIFO_OVERFLOW,7550,3,0,0,0,0,11.55,0.82,4621978,1,uvm_report_server
RUN-000129,power_cycle_test-000129,2060291619,PASS,pass,NONE,,,,0,0,0,0,0,1.4,90.13,1117075,0,uvm_report_server
RUN-000130,read_disturb_test-000130,667626682,PASS,pass,NONE,,,,0,1,0,0,0,1.0,69.31,800000,0,uvm_report_server
RUN-000131,random_read_test-000131,1343565141,PASS,pass,NONE,,,,0,0,0,0,0,5.46,46.01,4365428,0,uvm_report_server
RUN-000132,back_to_back_program_test-000132,2076492629,FAIL,fail,FIFO_OVERFLOW,E_FIFO_0x21,FIFO_OVERFLOW,2500,3,0,0,0,0,5.69,8.63,5692793,1,uvm_report_server
RUN-000133,sequential_write_test-000133,1891130678,PASS,pass,NONE,,,,0,0,0,0,0,31.89,31.41,25511141,0,uvm_report_server
RUN-000134,random_read_test-000134,1512177383,PASS,pass,NONE,,,,0,1,0,0,0,71.71,107.79,57364718,0,uvm_report_server
RUN-000135,back_to_back_program_test-000135,1801738214,PASS,pass,NONE,,,,0,0,0,0,0,7.79,16.53,3117427,0,uvm_report_server
RUN-000136,back_to_back_program_test-000136,1424304026,PASS,pass,NONE,,,,0,0,0,0,0,31.27,32.65,31274448,0,uvm_report_server
RUN-000137,back_to_back_program_test-000137,1859302301,PASS,pass,NONE,,,,0,0,0,0,0,41.66,12.21,33331039,0,uvm_report_server
RUN-000138,erase_suspend_test-000138,483255082,PASS,pass,NONE,,,,0,1,0,0,0,18.52,29.64,14812162,0,uvm_report_server
RUN-000139,mixed_rw_test-000139,1561823174,PASS,pass,NONE,,,,0,0,0,0,0,55.12,18.54,66149464,0,uvm_report_server
RUN-000140,sequential_write_test-000140,143573656,FAIL,fail,DATA_MISMATCH,E_CMP_0x11,DATA_MISMATCH,5240,4,0,0,1,1,9.24,38.14,5541657,1,uvm_report_server
RUN-000141,read_disturb_test-000141,750519869,PASS,pass,NONE,,,,0,0,0,0,0,36.77,6.56,22062809,0,uvm_report_server
RUN-000142,sequential_write_test-000142,840432321,PASS,pass,NONE,,,,0,0,0,0,0,3.42,73.16,2739134,0,uvm_report_server
RUN-000143,mixed_rw_test-000143,1659362216,PASS,pass,NONE,,,,0,0,0,0,0,215.54,9.48,86215894,0,uvm_report_server
RUN-000144,power_cycle_test-000144,303719131,FAIL,fail,ASSERTION_FAIL,E_ASRT_0x60,ASSERTION_FAIL,95300,3,0,0,0,0,99.3,11.76,59581035,1,uvm_report_server
RUN-000145,power_cycle_test-000145,581060149,PASS,pass,NONE,,,,0,1,0,0,0,319.82,3.28,127929656,0,uvm_report_server
RUN-000146,sequential_write_test-000146,1392934394,PASS,pass,NONE,,,,0,0,0,0,0,19.81,6.87,19810625,0,uvm_report_server
RUN-000147,back_to_back_program_test-000147,1110832462,PASS,pass,NONE,,,,0,1,0,0,0,13.69,9.06,10949041,0,uvm_report_server
RUN-000148,sequential_write_test-000148,1906429000,PASS,pass,NONE,,,,0,0,0,0,0,443.07,2.43,443073919,0,uvm_report_server
RUN-000149,sequential_write_test-000149,169686100,PASS,pass,NONE,,,,0,1,0,0,0,163.13,52.1,163128515,0,uvm_report_server
RUN-000150,power_cycle_test-000150,1119032891,PASS,pass,NONE,,,,0,1,0,0,0,82.78,12.9,33113671,0,uvm_report_server
RUN-000151,random_read_test-000151,363200658,PASS,pass,NONE,,,,0,0,0,0,0,33.25,7.76,13301023,0,uvm_report_server
RUN-000152,back_to_back_program_test-000152,1945170202,PASS,pass,NONE,,,,0,0,0,0,0,6.42,38.56,3850875,0,uvm_report_server
RUN-000153,mixed_rw_test-000153,1458908281,FAIL,fail,RETENTION_FAIL,E_RET_0x71,RETENTION_FAIL,14110,2,1,0,1,1,18.11,8.56,10865085,1,uvm_report_server
RUN-000154,garbage_collect_test-000154,1269432842,PASS,pass,NONE,,,,0,0,0,0,0,6.77,36.99,5419988,0,uvm_report_server
RUN-000155,sequential_write_test-000155,381752271,PASS,pass,NONE,,,,0,0,0,0,0,5.5,94.63,5499667,0,uvm_report_server
RUN-000156,mixed_rw_test-000156,1477806160,PASS,pass,NONE,,,,0,1,0,0,0,1.0,8.54,800000,0,uvm_report_server
RUN-000157,random_read_test-000157,1516350754,PASS,pass,NONE,,,,0,0,0,0,0,12.7,169.61,7617202,0,uvm_report_server
RUN-000158,garbage_collect_test-000158,1164840304,PASS,pass,NONE,,,,0,1,0,0,0,44.17,24.17,35338289,0,uvm_report_server
RUN-000159,back_to_back_program_test-000159,1252399544,PASS,pass,NONE,,,,0,0,0,0,0,98.55,42.69,98553803,0,uvm_report_server
RUN-000160,power_cycle_test-000160,738616983,PASS,pass,NONE,,,,0,0,0,0,0,72.45,26.8,57963362,0,uvm_report_server
RUN-000161,mixed_rw_test-000161,1512182965,PASS,pass,NONE,,,,0,1,0,0,0,37.61,14.27,30091941,0,uvm_report_server
RUN-000162,power_cycle_test-000162,1517750251,FAIL,fail,TIMEOUT,E_TMO_0x40,TIMEOUT,1989000,2,1,1,1,0,1993.0,0.26,2391604043,1,uvm_report_server
RUN-000163,back_to_back_program_test-000163,1855888263,PASS,pass,NONE,,,,0,0,0,0,0,12.66,44.42,15188316,0,uvm_report_server
RUN-000164,back_to_back_program_test-000164,2697181,PASS,pass,NONE,,,,0,1,0,0,0,85.89,2.96,68712759,0,uvm_report_server
RUN-000165,erase_suspend_test-000165,2017840971,PASS,pass,NONE,,,,0,1,0,0,0,6.53,82.81,6527763,0,uvm_report_server
RUN-000166,power_cycle_test-000166,1117032618,PASS,pass,NONE,,,,0,0,0,0,0,1.6,2.75,958952,0,uvm_report_server
RUN-000167,random_read_test-000167,290766506,PASS,pass,NONE,,,,0,0,0,0,0,53.72,4.94,42978340,0,uvm_report_server
RUN-000168,back_to_back_program_test-000168,991454514,FAIL,fail,PROTOCOL_VIOLATION,E_PROT_0x52,PROTOCOL_VIOLATION,4460,3,0,1,1,0,8.46,95.25,6768924,1,uvm_report_server
RUN-000169,power_cycle_test-000169,1063254779,FAIL,fail,PROTOCOL_VIOLATION,E_PROT_0x52,PROTOCOL_VIOLATION,101650,2,0,1,0,0,105.65,61.13,126782184,1,uvm_report_server
RUN-000170,power_cycle_test-000170,1349286171,PASS,pass,NONE,,,,0,0,0,0,0,56.58,18.77,33950877,0,uvm_report_server
RUN-000171,power_cycle_test-000171,1376099470,PASS,pass,NONE,,,,0,0,0,0,0,36.13,6.83,28903573,0,uvm_report_server
RUN-000172,power_cycle_test-000172,1965100018,PASS,pass,NONE,,,,0,0,0,0,0,1.0,8.37,1000000,0,uvm_report_server
RUN-000173,random_read_test-000173,1027534264,PASS,pass,NONE,,,,0,0,0,0,0,1.0,122.26,1000000,0,uvm_report_server
RUN-000174,sequential_write_test-000174,216151050,PASS,pass,NONE,,,,0,0,0,0,0,251.86,35.72,201490697,0,uvm_report_server
RUN-000175,garbage_collect_test-000175,1313600705,PASS,pass,NONE,,,,0,1,0,0,0,14.32,17.18,5728150,0,uvm_report_server
RUN-000176,mixed_rw_test-000176,789482396,PASS,pass,NONE,,,,0,0,0,0,0,103.76,19.18,124506247,0,uvm_report_server
RUN-000177,random_read_test-000177,2132058677,PASS,pass,NONE,,,,0,0,0,0,0,50.51,38.71,50513286,0,uvm_report_server
RUN-000178,read_disturb_test-000178,1366295424,PASS,pass,NONE,,,,0,0,0,0,0,31.04,3.91,18625101,0,uvm_report_server
RUN-000179,back_to_back_program_test-000179,1413979485,PASS,pass,NONE,,,,0,0,0,0,0,113.06,17.17,67836809,0,uvm_report_server
RUN-000180,sequential_write_test-000180,1883995249,PASS,pass,NONE,,,,0,0,0,0,0,82.22,6.84,32886510,0,uvm_report_server
RUN-000181,read_disturb_test-000181,1309395996,PASS,pass,NONE,,,,0,0,0,0,0,9.86,25.85,7887818,0,uvm_report_server
