run_id,access_time_ns,access_type,block,reg_name,reg_addr,reg_value,expected_value,field_name,field_value,status,mem_block_id
RUN-000020,30310,READ,csr,ECC_CFG,0x0014,0xf039a64d,0xf039a64d,ecc_cfg_field3,3,OK,1
RUN-000021,28541,WRITE,csr,INT_STATUS,0x0010,0x6b600f0b,0x6b600f0b,int_status_field1,10,OK,3
RUN-000021,42758,WRITE,csr,TIMEOUT_CFG,0x001c,0x4762109e,0x4762109e,timeout_cfg_field2,3,OK,3
RUN-000021,12653,WRITE,csr,FIFO_LEVEL,0x0018,0x1fbeadb3,0x1fbeadb3,fifo_level_field2,5,OK,1
RUN-000021,7173,WRITE,csr,INT_STATUS,0x0010,0x558d36e7,0x558d36e7,int_status_field2,3,OK,1
RUN-000022,17517,READ,csr,INT_STATUS,0x0010,0x03a0f50a,0x03a0f50a,int_status_field3,2,OK,3
RUN-000022,9536,WRITE,csr,CTRL0,0x0000,0x705d6e5f,0x705d6e5f,ctrl0_field0,14,OK,3
RUN-000022,3163,WRITE,csr,PERF_CNT1,0x0024,0xa32c5fdf,0xa32c5fdf,perf_cnt1_field1,11,OK,2
RUN-000022,13244,READ,csr,TIMEOUT_CFG,0x001c,0xe57eaf9a,0xe57eaf9b,timeout_cfg_field1,1,MISMATCH,1
RUN-000023,20736,WRITE,csr,PERF_CNT0,0x0020,0xcc03da2e,0xcc03da2e,perf_cnt0_field2,2,OK,0
RUN-000023,15150,WRITE,csr,CTRL0,0x0000,0x52771a10,0x52771a10,ctrl0_field1,14,OK,1
RUN-000023,19351,READ,csr,STATUS,0x0008,0x53448420,0x53448420,status_field1,8,OK,0
RUN-000023,10430,WRITE,csr,PERF_CNT0,0x0020,0x30cebda7,0x30cebda7,perf_cnt0_field2,0,OK,0
RUN-000024,43932,WRITE,csr,PERF_CNT1,0x0024,0x2bcb860b,0x2bcb860b,perf_cnt1_field1,7,OK,0
RUN-000024,27351,WRITE,csr,PERF_CNT0,0x0020,0x0e6e17a4,0x0e6e17a4,perf_cnt0_field3,5,OK,0
RUN-000024,4393,WRITE,csr,INT_MASK,0x000c,0x67e50251,0x67e50251,int_mask_field3,6,OK,1
RUN-000024,3298,READ,csr,STATUS,0x0008,0x98e50d2e,0x98e50d2e,status_field3,3,OK,0
RUN-000025,4855,WRITE,csr,PERF_CNT1,0x0024,0xfa8e25a5,0xfa8e25a5,perf_cnt1_field0,8,OK,1
RUN-000025,2837,READ,csr,CTRL0,0x0000,0x010c2e55,0x010c2e55,ctrl0_field2,1,OK,1
RUN-000025,6434,READ,csr,INT_STATUS,0x0010,0xe1269246,0xe1269246,int_status_field2,7,OK,0
RUN-000025,1476,READ,csr,PERF_CNT0,0x0020,0x4ddfed59,0x4ddfed59,perf_cnt0_field2,5,OK,0
RUN-000026,20321,WRITE,csr,TIMEOUT_CFG,0x001c,0xc4ab90aa,0xc4ab90aa,timeout_cfg_field3,7,OK,1
RUN-000026,31466,READ,csr,TIMEOUT_CFG,0x001c,0x48f93257,0x48f93257,timeout_cfg_field0,8,OK,1
RUN-000026,17720,READ,csr,FIFO_LEVEL,0x0018,0x7a94c46d,0x7a94c46d,fifo_level_field2,7,OK,0
RUN-000026,22344,READ,csr,ECC_CFG,0x0014,0x2a1216b3,0x2a1216b3,ecc_cfg_field2,9,OK,1
RUN-000027,6234,WRITE,csr,FIFO_LEVEL,0x0018,0x37164137,0x37164137,fifo_level_field2,9,OK,0
RUN-000027,7317,WRITE,csr,FIFO_LEVEL,0x0018,0xf038adc9,0xf038adc9,fifo_level_field2,4,OK,1
RUN-000027,3436,WRITE,csr,CTRL0,0x0000,0x7012bf14,0x7012bf14,ctrl0_field2,10,OK,1
RUN-000027,8043,READ,csr,PERF_CNT0,0x0020,0x4d9238fa,0x4d9238fa,perf_cnt0_field1,3,OK,0
RUN-000028,4886,WRITE,csr,INT_MASK,0x000c,0x24f793a6,0x24f793a6,int_mask_field2,15,OK,0
RUN-000028,4109,READ,csr,PERF_CNT1,0x0024,0x420395f1,0x420395f1,perf_cnt1_field3,11,OK,0
RUN-000028,2058,WRITE,csr,ECC_CFG,0x0014,0x81482b84,0x81482b84,ecc_cfg_field1,8,OK,1
RUN-000028,4340,WRITE,csr,STATUS,0x0008,0xe937e3ff,0xe937e3ff,status_field2,7,OK,0
RUN-000029,1227,WRITE,csr,CTRL1,0x0004,0x94e8a389,0x94e8a389,ctrl1_field1,3,OK,1
RUN-000029,2971,READ,csr,INT_STATUS,0x0010,0xbcd4f90b,0xbcd4f90b,int_status_field0,8,OK,0
RUN-000029,1386,WRITE,csr,PERF_CNT0,0x0020,0x39f918f2,0x39f918f2,perf_cnt0_field2,5,OK,0
RUN-000029,2487,READ,csr,FIFO_LEVEL,0x0018,0xa1a52271,0xa1a52271,fifo_level_field3,14,OK,1
RUN-000030,17470,WRITE,csr,ECC_CFG,0x0014,0x26520891,0x26520891,ecc_cfg_field0,2,OK,1
RUN-000030,84196,WRITE,csr,TIMEOUT_CFG,0x001c,0xf09891ab,0xf09891ab,timeout_cfg_field3,8,OK,0
RUN-000030,21239,READ,csr,INT_STATUS,0x0010,0x7a6c74a6,0x7a6c74a6,int_status_field0,14,OK,0
RUN-000030,108637,WRITE,csr,ECC_CFG,0x0014,0x4b6d418c,0x4b6d418c,ecc_cfg_field3,15,OK,1
RUN-000031,3251,READ,csr,PERF_CNT0,0x0020,0xe9943e3f,0xe9943e3f,perf_cnt0_field1,0,OK,1
RUN-000031,3065,READ,csr,CTRL0,0x0000,0xf5c70a7c,0xf5c70a7c,ctrl0_field2,9,OK,1
RUN-000031,1665,READ,csr,PERF_CNT1,0x0024,0x6a93f6ed,0x6a93f6ed,perf_cnt1_field0,10,OK,1
RUN-000031,2964,READ,csr,CTRL1,0x0004,0xe5f7987d,0xe5f7987d,ctrl1_field0,13,OK,1
RUN-000032,2985,WRITE,csr,INT_STATUS,0x0010,0xd203bb95,0xd203bb95,int_status_field0,3,OK,0
RUN-000032,4604,READ,csr,PERF_CNT0,0x0020,0x0bc4f09c,0x0bc4f09c,perf_cnt0_field3,12,OK,0
RUN-000032,1699,WRITE,csr,PERF_CNT0,0x0020,0xcb999494,0xcb999494,perf_cnt0_field0,5,OK,0
RUN-000032,3982,WRITE,csr,CTRL0,0x0000,0x498085e3,0x498085e3,ctrl0_field1,7,OK,0
RUN-000033,82755,READ,csr,ECC_CFG,0x0014,0x205d94e4,0x205d94e4,ecc_cfg_field1,15,OK,0
RUN-000033,19199,WRITE,csr,INT_STATUS,0x0010,0x7d25cf18,0x7d25cf18,int_status_field0,11,OK,1
RUN-000033,214426,WRITE,csr,PERF_CNT1,0x0024,0x497ae462,0x497ae462,perf_cnt1_field3,7,OK,0
RUN-000033,144554,READ,csr,FIFO_LEVEL,0x0018,0x947fa8c2,0x947fa8c3,fifo_level_field2,2,MISMATCH,0
RUN-000034,17573,WRITE,csr,FIFO_LEVEL,0x0018,0xec3b9948,0xec3b9948,fifo_level_field1,14,OK,1
RUN-000034,4479,WRITE,csr,CTRL1,0x0004,0xc30c2ee4,0xc30c2ee4,ctrl1_field2,7,OK,2
RUN-000034,5668,READ,csr,PERF_CNT0,0x0020,0xc24d7f88,0xc24d7f88,perf_cnt0_field1,14,OK,3
RUN-000034,10570,READ,csr,PERF_CNT0,0x0020,0x0dfe65ba,0x0dfe65ba,perf_cnt0_field0,5,OK,0
RUN-000035,208147,READ,csr,ECC_CFG,0x0014,0xfeb1a9f1,0xfeb1a9f1,ecc_cfg_field3,15,OK,1
RUN-000035,113469,READ,csr,ECC_CFG,0x0014,0xd14d64c7,0xd14d64c7,ecc_cfg_field1,8,OK,1
RUN-000035,218531,READ,csr,PERF_CNT1,0x0024,0xace7e3f2,0xace7e3f2,perf_cnt1_field3,0,OK,1
RUN-000035,136273,WRITE,csr,PERF_CNT1,0x0024,0x93b7ab4a,0x93b7ab4a,perf_cnt1_field1,14,OK,1
RUN-000036,2805,READ,csr,CTRL1,0x0004,0xf40546a9,0xf40546a9,ctrl1_field2,2,OK,3
RUN-000036,3749,READ,csr,ECC_CFG,0x0014,0x6f870fab,0x6f870fab,ecc_cfg_field1,15,OK,3
RUN-000036,3574,READ,csr,INT_STATUS,0x0010,0xed722767,0xed722767,int_status_field0,8,OK,1
RUN-000036,2424,WRITE,csr,CTRL0,0x0000,0x10be689e,0x10be689e,ctrl0_field1,2,OK,2
RUN-000037,6662,READ,csr,INT_STATUS,0x0010,0x779441aa,0x779441aa,int_status_field2,5,OK,0
RUN-000037,10561,WRITE,csr,INT_STATUS,0x0010,0x37bc5674,0x37bc5674,int_status_field3,3,OK,0
RUN-000037,9694,READ,csr,PERF_CNT1,0x0024,0xdddf8355,0xdddf8355,perf_cnt1_field2,10,OK,0
RUN-000037,9143,READ,csr,INT_STATUS,0x0010,0xce739ec2,0xce739ec2,int_status_field3,7,OK,0
RUN-000038,5381,READ,csr,CTRL1,0x0004,0x97efbb77,0x97efbb77,ctrl1_field0,13,OK,0
RUN-000038,4199,READ,csr,PERF_CNT0,0x0020,0x760cdae3,0x760cdae3,perf_cnt0_field1,5,OK,0
RUN-000038,7298,WRITE,csr,INT_STATUS,0x0010,0x561e913d,0x561e913d,int_status_field2,11,OK,0
RUN-000038,6322,READ,csr,PERF_CNT0,0x0020,0x1c5d087f,0x1c5d087f,perf_cnt0_field2,4,OK,1
RUN-000039,23535,WRITE,csr,TIMEOUT_CFG,0x001c,0x7e9bd5bf,0x7e9bd5bf,timeout_cfg_field2,3,OK,0
RUN-000039,25413,WRITE,csr,ECC_CFG,0x0014,0x06892695,0x06892695,ecc_cfg_field0,3,OK,0
RUN-000039,24774,READ,csr,PERF_CNT0,0x0020,0xb3f88814,0xb3f88814,perf_cnt0_field1,0,OK,1
RUN-000039,5119,READ,csr,ECC_CFG,0x0014,0xcfee2470,0xcfee2470,ecc_cfg_field0,11,OK,0
RUN-000040,1460,WRITE,csr,PERF_CNT1,0x0024,0xac090199,0xac090199,perf_cnt1_field3,2,OK,1
RUN-000040,2911,WRITE,csr,TIMEOUT_CFG,0x001c,0x30c4a006,0x30c4a006,timeout_cfg_field3,6,OK,1
RUN-000040,3060,WRITE,csr,STATUS,0x0008,0x98a3ec86,0x98a3ec86,status_field2,10,OK,0
RUN-000040,1233,READ,csr,INT_MASK,0x000c,0xdf3d1043,0xdf3d1043,int_mask_field0,7,OK,0
RUN-000041,8349,WRITE,csr,PERF_CNT0,0x0020,0xd70de372,0xd70de372,perf_cnt0_field2,5,OK,1
RUN-000041,7741,READ,csr,ECC_CFG,0x0014,0x190d4753,0x190d4753,ecc_cfg_field0,11,OK,0
RUN-000041,17266,WRITE,csr,ECC_CFG,0x0014,0xf64ce0be,0xf64ce0be,ecc_cfg_field0,3,OK,1
RUN-000041,11356,READ,csr,FIFO_LEVEL,0x0018,0xc069a2af,0xc069a2af,fifo_level_field2,13,OK,0
RUN-000042,1097461,READ,csr,STATUS,0x0008,0x9956da07,0x9956da07,status_field1,9,OK,1
RUN-000042,765390,WRITE,csr,CTRL1,0x0004,0xf1d2ff65,0xf1d2ff65,ctrl1_field0,4,OK,0
RUN-000042,293940,READ,csr,CTRL1,0x0004,0x13d55ad3,0x13d55ad3,ctrl1_field1,7,OK,1
RUN-000042,733863,WRITE,csr,FIFO_LEVEL,0x0018,0x5ad62301,0x5ad62301,fifo_level_field2,6,OK,1
RUN-000043,841087,WRITE,csr,PERF_CNT1,0x0024,0xfc2f9aef,0xfc2f9aef,perf_cnt1_field1,1,OK,0
RUN-000043,797113,WRITE,csr,CTRL1,0x0004,0xbc5de085,0xbc5de085,ctrl1_field0,5,OK,0
RUN-000043,725533,READ,csr,CTRL0,0x0000,0x96f2f814,0x96f2f814,ctrl0_field0,12,OK,0
RUN-000043,547227,WRITE,csr,CTRL0,0x0000,0x4922a310,0x4922a310,ctrl0_field2,14,OK,0
RUN-000044,1896,READ,csr,STATUS,0x0008,0x8681fe10,0x8681fe10,status_field2,5,OK,2
RUN-000044,2667,WRITE,csr,INT_MASK,0x000c,0xeab098a9,0xeab098a9,int_mask_field1,11,OK,2
RUN-000044,3402,WRITE,csr,STATUS,0x0008,0x299c57c3,0x299c57c3,status_field0,2,OK,1
RUN-000044,3584,WRITE,csr,FIFO_LEVEL,0x0018,0x0568b133,0x0568b133,fifo_level_field0,15,OK,2
RUN-000045,41115,WRITE,csr,PERF_CNT1,0x0024,0xcdfd6579,0xcdfd6579,perf_cnt1_field3,7,OK,0
RUN-000045,69356,WRITE,csr,PERF_CNT1,0x0024,0xaac697f7,0xaac697f7,perf_cnt1_field0,10,OK,1
RUN-000045,49490,READ,csr,STATUS,0x0008,0x9af663b5,0x9af663b5,status_field1,12,OK,0
RUN-000045,79149,WRITE,csr,INT_MASK,0x000c,0x0de11209,0x0de11209,int_mask_field0,9,OK,1
RUN-000046,21012,WRITE,csr,INT_STATUS,0x0010,0x8c88ffff,0x8c88ffff,int_status_field2,13,OK,0
RUN-000046,24755,READ,csr,PERF_CNT0,0x0020,0x04171d90,0x04171d90,perf_cnt0_field1,3,OK,1
RUN-000046,15808,READ,csr,INT_MASK,0x000c,0x44d26ea1,0x44d26ea1,int_mask_field3,3,OK,1
RUN-000046,4405,READ,csr,PERF_CNT0,0x0020,0xd6d90dbf,0xd6d90dbf,perf_cnt0_field2,4,OK,1
RUN-000047,3403,READ,csr,CTRL0,0x0000,0x2044c4cb,0x2044c4cb,ctrl0_field3,15,OK,3
RUN-000047,2675,WRITE,csr,INT_STATUS,0x0010,0xf9720aa2,0xf9720aa2,int_status_field2,2,OK,1
RUN-000047,2299,READ,csr,TIMEOUT_CFG,0x001c,0x0a1e4e64,0x0a1e4e64,timeout_cfg_field1,3,OK,1
RUN-000047,4023,READ,csr,CTRL1,0x0004,0xcece0adb,0xcece0adb,ctrl1_field1,12,OK,0
RUN-000048,3290,WRITE,csr,INT_MASK,0x000c,0x937ae6a4,0x937ae6a4,int_mask_field2,11,OK,0
RUN-000048,1799,WRITE,csr,INT_MASK,0x000c,0x32aa049c,0x32aa049c,int_mask_field2,12,OK,0
RUN-000048,1853,WRITE,csr,INT_STATUS,0x0010,0x9468e735,0x9468e735,int_status_field1,10,OK,1
RUN-000048,1137,READ,csr,PERF_CNT1,0x0024,0xc92fefea,0xc92fefea,perf_cnt1_field2,5,OK,0
RUN-000049,14498,READ,csr,PERF_CNT0,0x0020,0x6b82df09,0x6b82df09,perf_cnt0_field1,7,OK,1
RUN-000049,27821,WRITE,csr,TIMEOUT_CFG,0x001c,0x3e15ebb6,0x3e15ebb6,timeout_cfg_field3,4,OK,0
RUN-000049,3127,READ,csr,INT_MASK,0x000c,0x7aa354ae,0x7aa354ae,int_mask_field2,13,OK,3
RUN-000049,21914,WRITE,csr,STATUS,0x0008,0x3cb0f0ee,0x3cb0f0ee,status_field0,7,OK,3
RUN-000050,4937,WRITE,csr,STATUS,0x0008,0x237738b2,0x237738b2,status_field0,8,OK,3
RUN-000050,6130,WRITE,csr,PERF_CNT0,0x0020,0x14e1902d,0x14e1902d,perf_cnt0_field3,9,OK,1
RUN-000050,3509,WRITE,csr,STATUS,0x0008,0xb9af2287,0xb9af2287,status_field0,5,OK,3
RUN-000050,7788,READ,csr,FIFO_LEVEL,0x0018,0x521249e7,0x521249e6,fifo_level_field3,5,MISMATCH,3
RUN-000051,959195,READ,csr,CTRL0,0x0000,0x51ada3fb,0x51ada3fb,ctrl0_field2,2,OK,1
RUN-000051,1500382,READ,csr,FIFO_LEVEL,0x0018,0x765d229f,0x765d229f,fifo_level_field0,8,OK,1
RUN-000051,406107,READ,csr,FIFO_LEVEL,0x0018,0x8a0081b1,0x8a0081b1,fifo_level_field0,2,OK,0
RUN-000051,882794,WRITE,csr,STATUS,0x0008,0x2e507620,0x2e507620,status_field0,7,OK,1
RUN-000052,90378,READ,csr,INT_MASK,0x000c,0x2ade6613,0x2ade6613,int_mask_field0,6,OK,1
RUN-000052,45665,READ,csr,PERF_CNT1,0x0024,0x95371cc0,0x95371cc0,perf_cnt1_field0,10,OK,0
RUN-000052,50112,WRITE,csr,INT_STATUS,0x0010,0x5a681b90,0x5a681b90,int_status_field2,10,OK,1
RUN-000052,136974,WRITE,csr,INT_STATUS,0x0010,0xd8b021e2,0xd8b021e2,int_status_field2,7,OK,0
RUN-000053,5153,READ,csr,FIFO_LEVEL,0x0018,0x7b948ad8,0x7b948ad8,fifo_level_field2,13,OK,0
RUN-000053,3119,WRITE,csr,ECC_CFG,0x0014,0xab51a974,0xab51a974,ecc_cfg_field1,14,OK,0
RUN-000053,6641,WRITE,csr,CTRL0,0x0000,0xa65b1d97,0xa65b1d97,ctrl0_field2,1,OK,0
RUN-000053,7052,READ,csr,INT_STATUS,0x0010,0xa2979d9d,0xa2979d9d,int_status_field3,6,OK,1
RUN-000054,2376,READ,csr,FIFO_LEVEL,0x0018,0xcfba9aa7,0xcfba9aa7,fifo_level_field2,9,OK,1
RUN-000054,6394,WRITE,csr,INT_MASK,0x000c,0x377de839,0x377de839,int_mask_field0,15,OK,0
RUN-000054,21947,WRITE,csr,CTRL1,0x0004,0x7f0516d7,0x7f0516d7,ctrl1_field3,13,OK,0
RUN-000054,26681,READ,csr,PERF_CNT1,0x0024,0x5c47cfa0,0x5c47cfa0,perf_cnt1_field3,7,OK,0
RUN-000055,1798,WRITE,csr,PERF_CNT1,0x0024,0x4327deb6,0x4327deb6,perf_cnt1_field0,12,OK,0
RUN-000055,21371,WRITE,csr,CTRL1,0x0004,0x919199b9,0x919199b9,ctrl1_field3,8,OK,0
RUN-000055,2292,WRITE,csr,INT_STATUS,0x0010,0x88ce2098,0x88ce2098,int_status_field2,15,OK,3
RUN-000055,7405,WRITE,csr,FIFO_LEVEL,0x0018,0xed2f7c0b,0xed2f7c0b,fifo_level_field3,10,OK,3
