run_id,test_id,test_name,cache_policy,test_mode_enabled,queue_depth,num_channels,num_planes,ecc_mode,scrambler_enable,burst_length,clock_freq_mhz,prefetch_depth,data_width_bits,addr_width_bits,fifo_depth,cache_size_kb,buffer_size_kb,memory_size_mb,num_agents,agent_mode,env_mode,protocol,reset_cycles,timeout_ns,error_injection_enable,error_injection_rate,coverage_enable,assertion_enable,uvm_verbosity,debug_level,cpu_threads,gpu_accel,compile_options,sim_options,wear_leveling_mode,plane_interleave,vendor_cmd_set,num_transactions,clock_period_ns,test_class,sequence_name
RUN-000011,back_to_back_program_test-000011,Back_To_Back_Program,Adaptive,0,8,2,1,BCH,0,16,1000,9,128,32,64,512,256,2048,1,ACTIVE,regression,AXI4,16,1000000,0,0.0,1,1,UVM_MEDIUM,0,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,1,v1.3,128,1.0,back_to_back_program_test,back_to_back_program_seq
RUN-000012,random_read_test-000012,Random_Read,WriteThrough,0,4,8,2,LDPC,0,8,1200,8,256,40,32,1024,64,256,2,ACTIVE,functional,AXI4,8,2000000,0,0.0,1,1,UVM_HIGH,0,2,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto -cm line+cond+fsm,static,0,v1.3,64,0.8333,random_read_test,random_read_seq
RUN-000013,power_cycle_test-000013,Power_Cycle,WriteBack,0,16,1,1,LDPC,0,4,1200,16,128,40,16,512,256,256,1,ACTIVE,functional,AXI4,8,500000,0,0.0,1,1,UVM_LOW,0,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v1.2,256,0.8333,power_cycle_test,power_cycle_seq
RUN-000014,sequential_write_test-000014,Sequential_Write,WriteBack,0,2,1,2,BCH,1,16,1000,6,128,40,128,128,64,1024,4,ACTIVE,stress,AXI4,32,1000000,0,0.0,1,1,UVM_LOW,0,1,1,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v1.2,32,1.0,sequential_write_test,sequential_write_seq
RUN-000015,back_to_back_program_test-000015,Back_To_Back_Program,WriteThrough,1,4,1,2,BCH,1,64,400,4,256,40,128,1024,64,256,4,ACTIVE,stress,AXI4,32,1000000,1,0.0385,0,1,UVM_LOW,1,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,hybrid,0,v1.3,64,2.5,back_to_back_program_test,back_to_back_program_seq
RUN-000016,sequential_write_test-000016,Sequential_Write,WriteBack,0,16,4,4,LDPC,0,64,1000,13,64,32,128,512,256,1024,1,ACTIVE,stress,AXI4,32,1000000,0,0.0,1,1,UVM_LOW,0,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,0,v1.3,256,1.0,sequential_write_test,sequential_write_seq
RUN-000017,random_read_test-000017,Random_Read,WriteBack,0,1,8,4,Disabled,1,32,800,0,256,32,64,512,64,2048,2,ACTIVE,functional,AXI4,32,1000000,0,0.0,0,1,UVM_MEDIUM,1,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,0,v1.3,16,1.25,random_read_test,random_read_seq
RUN-000018,back_to_back_program_test-000018,Back_To_Back_Program,Disabled,1,1,4,1,BCH,1,8,600,7,256,32,32,256,256,1024,1,ACTIVE,regression,AXI4,16,1000000,1,0.0437,1,1,UVM_HIGH,2,4,1,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,static,1,v1.3,16,1.6667,back_to_back_program_test,back_to_back_program_seq
RUN-000019,garbage_collect_test-000019,Garbage_Collect,WriteThrough,1,32,1,2,LDPC,0,32,600,13,64,40,128,512,32,512,1,ACTIVE,regression,AXI4,16,500000,0,0.0,1,1,UVM_LOW,0,1,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,dynamic,1,v2.0,512,1.6667,garbage_collect_test,garbage_collect_seq
RUN-000020,back_to_back_program_test-000020,Back_To_Back_Program,WriteBack,0,16,4,2,LDPC,0,32,1000,14,128,32,32,1024,256,256,2,ACTIVE,stress,AXI4,16,2000000,0,0.0,0,1,UVM_MEDIUM,1,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,1,v1.3,256,1.0,back_to_back_program_test,back_to_back_program_seq
RUN-000021,garbage_collect_test-000021,Garbage_Collect,WriteBack,0,32,2,4,LDPC,1,32,800,12,256,40,16,512,128,1024,1,ACTIVE,regression,AXI4,8,1000000,1,0.045,1,1,UVM_LOW,2,4,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v2.0,512,1.25,garbage_collect_test,garbage_collect_seq
RUN-000022,sequential_write_test-000022,Sequential_Write,WriteBack,1,32,4,4,Disabled,0,8,800,6,256,40,32,128,128,512,4,ACTIVE,regression,AXI4,32,1000000,1,0.0416,1,1,UVM_MEDIUM,1,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,1,v2.0,512,1.25,sequential_write_test,sequential_write_seq
RUN-000023,back_to_back_program_test-000023,Back_To_Back_Program,WriteBack,1,16,2,2,LDPC,0,4,800,7,256,32,64,512,32,2048,2,ACTIVE,stress,AXI4,16,1000000,1,0.0084,0,1,UVM_LOW,2,1,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,0,v1.3,256,1.25,back_to_back_program_test,back_to_back_program_seq
RUN-000024,power_cycle_test-000024,Power_Cycle,WriteThrough,1,32,1,2,LDPC,1,8,800,16,64,40,32,1024,32,512,2,ACTIVE,functional,AXI4,32,1000000,0,0.0,1,1,UVM_MEDIUM,1,2,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,0,v1.3,512,1.25,power_cycle_test,power_cycle_seq
RUN-000025,power_cycle_test-000025,Power_Cycle,Adaptive,0,16,2,4,LDPC,0,4,800,14,32,48,8,512,64,512,2,ACTIVE,regression,AXI4,8,500000,0,0.0,1,1,UVM_MEDIUM,1,1,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,0,v1.3,256,1.25,power_cycle_test,power_cycle_seq
RUN-000026,erase_suspend_test-000026,Erase_Suspend,Adaptive,0,8,4,1,LDPC,0,32,600,16,128,40,64,512,64,512,1,ACTIVE,functional,AXI4,8,2000000,1,0.0205,0,1,UVM_LOW,1,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,hybrid,1,v1.3,128,1.6667,erase_suspend_test,erase_suspend_seq
RUN-000027,back_to_back_program_test-000027,Back_To_Back_Program,WriteBack,0,4,2,2,BCH,1,4,400,10,128,40,8,256,256,1024,4,ACTIVE,functional,AXI4,16,500000,0,0.0,1,1,UVM_LOW,1,2,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,hybrid,1,v1.3,64,2.5,back_to_back_program_test,back_to_back_program_seq
RUN-000028,mixed_rw_test-000028,Mixed_RW,WriteThrough,0,8,2,1,BCH,0,4,1200,1,64,48,128,128,32,2048,2,ACTIVE,functional,AXI4,32,500000,1,0.0102,1,1,UVM_LOW,0,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,dynamic,0,v2.0,128,0.8333,mixed_rw_test,mixed_rw_seq
RUN-000029,read_disturb_test-000029,Read_Disturb,WriteThrough,1,1,4,2,BCH,0,16,1200,10,128,48,64,128,128,1024,1,ACTIVE,functional,AXI4,8,500000,0,0.0,0,1,UVM_MEDIUM,1,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,dynamic,1,v2.0,16,0.8333,read_disturb_test,read_disturb_seq
RUN-000030,power_cycle_test-000030,Power_Cycle,Adaptive,1,32,4,2,LDPC,1,16,600,5,64,32,8,512,32,2048,2,ACTIVE,stress,AXI4,16,500000,0,0.0,1,1,UVM_LOW,2,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,dynamic,1,v2.0,512,1.6667,power_cycle_test,power_cycle_seq
RUN-000031,random_read_test-000031,Random_Read,Adaptive,0,4,2,1,BCH,1,8,1000,13,32,32,16,128,128,1024,4,ACTIVE,regression,AXI4,8,1000000,1,0.0293,1,1,UVM_MEDIUM,0,2,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v2.0,64,1.0,random_read_test,random_read_seq
RUN-000032,back_to_back_program_test-000032,Back_To_Back_Program,Disabled,0,4,4,1,BCH,0,16,1200,0,64,40,8,512,128,512,2,ACTIVE,regression,AXI4,32,2000000,0,0.0,1,1,UVM_MEDIUM,1,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v1.2,64,0.8333,back_to_back_program_test,back_to_back_program_seq
RUN-000033,read_disturb_test-000033,Read_Disturb,WriteBack,1,16,2,2,LDPC,1,64,600,5,32,40,32,256,64,256,2,ACTIVE,functional,AXI4,32,500000,0,0.0,1,1,UVM_LOW,0,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v1.2,256,1.6667,read_disturb_test,read_disturb_seq
RUN-000034,power_cycle_test-000034,Power_Cycle,Disabled,0,16,4,4,LDPC,0,16,1200,9,128,32,16,256,64,1024,1,PASSIVE,functional,AXI4,16,500000,0,0.0,1,1,UVM_MEDIUM,1,2,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,1,v1.3,256,0.8333,power_cycle_test,power_cycle_seq
RUN-000035,read_disturb_test-000035,Read_Disturb,WriteBack,0,64,2,1,BCH,1,16,800,15,256,48,64,1024,32,256,4,ACTIVE,functional,AXI4,16,500000,1,0.0071,1,1,UVM_HIGH,1,8,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,0,v1.3,1024,1.25,read_disturb_test,read_disturb_seq
RUN-000036,power_cycle_test-000036,Power_Cycle,WriteThrough,1,8,4,4,BCH,1,32,600,14,64,32,32,128,32,1024,1,ACTIVE,regression,AXI4,16,2000000,0,0.0,1,0,UVM_HIGH,1,8,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,1,v2.0,128,1.6667,power_cycle_test,power_cycle_seq
RUN-000037,back_to_back_program_test-000037,Back_To_Back_Program,Adaptive,0,8,8,1,LDPC,1,4,400,8,64,40,64,128,32,1024,4,ACTIVE,regression,AXI4,8,2000000,1,0.0398,0,1,UVM_DEBUG,0,4,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,1,v2.0,128,2.5,back_to_back_program_test,back_to_back_program_seq
RUN-000038,back_to_back_program_test-000038,Back_To_Back_Program,WriteBack,0,1,2,1,LDPC,0,32,1200,1,64,40,128,256,256,1024,3,ACTIVE,functional,AXI4,16,500000,0,0.0,1,1,UVM_LOW,0,8,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,0,v1.3,16,0.8333,back_to_back_program_test,back_to_back_program_seq
RUN-000039,random_read_test-000039,Random_Read,Adaptive,1,16,1,1,LDPC,0,4,400,9,64,40,32,1024,256,1024,2,ACTIVE,regression,AXI4,32,1000000,0,0.0,1,1,UVM_DEBUG,1,1,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v2.0,256,2.5,random_read_test,random_read_seq
RUN-000040,mixed_rw_test-000040,Mixed_RW,Adaptive,0,2,4,2,BCH,1,4,600,12,128,48,16,512,64,512,1,ACTIVE,functional,AXI4,32,500000,0,0.0,1,1,UVM_LOW,1,2,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,dynamic,1,v1.2,32,1.6667,mixed_rw_test,mixed_rw_seq
RUN-000041,erase_suspend_test-000041,Erase_Suspend,WriteBack,0,8,2,2,Disabled,1,16,1000,3,128,48,128,512,128,1024,1,ACTIVE,stress,AXI4,32,500000,0,0.0,1,1,UVM_LOW,0,1,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v1.3,128,1.0,erase_suspend_test,erase_suspend_seq
RUN-000042,power_cycle_test-000042,Power_Cycle,Disabled,0,16,4,2,BCH,0,16,1200,16,64,48,8,512,64,1024,2,PASSIVE,regression,AXI4,32,1000000,0,0.0,1,1,UVM_MEDIUM,1,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,1,v1.2,256,0.8333,power_cycle_test,power_cycle_seq
RUN-000043,sequential_write_test-000043,Sequential_Write,WriteThrough,0,64,2,2,LDPC,1,64,600,13,256,32,32,128,256,1024,3,ACTIVE,functional,AXI4,16,2000000,1,0.0399,0,1,UVM_MEDIUM,2,2,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto -cm line+cond+fsm,static,1,v1.3,1024,1.6667,sequential_write_test,sequential_write_seq
RUN-000044,sequential_write_test-000044,Sequential_Write,Adaptive,0,8,8,4,BCH,0,8,800,4,64,40,128,512,64,1024,2,ACTIVE,stress,AXI4,32,2000000,0,0.0,1,1,UVM_LOW,0,8,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,hybrid,1,v1.3,128,1.25,sequential_write_test,sequential_write_seq
RUN-000045,garbage_collect_test-000045,Garbage_Collect,WriteThrough,1,16,4,2,BCH,0,32,400,6,128,32,16,512,128,256,4,ACTIVE,functional,AXI4,16,2000000,0,0.0,1,1,UVM_MEDIUM,0,1,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,1,v2.0,256,2.5,garbage_collect_test,garbage_collect_seq
RUN-000046,back_to_back_program_test-000046,Back_To_Back_Program,WriteBack,0,32,1,1,BCH,0,4,800,3,64,48,128,256,256,512,2,ACTIVE,stress,AXI4,8,2000000,0,0.0,1,1,UVM_LOW,0,1,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,0,v1.3,512,1.25,back_to_back_program_test,back_to_back_program_seq
RUN-000047,random_read_test-000047,Random_Read,WriteThrough,0,8,8,4,LDPC,1,8,600,10,64,32,8,256,256,512,3,ACTIVE,functional,AXI4,16,1000000,1,0.0222,1,1,UVM_LOW,0,2,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,0,v1.3,128,1.6667,random_read_test,random_read_seq
RUN-000048,random_read_test-000048,Random_Read,Adaptive,0,2,2,2,BCH,1,4,600,8,64,32,8,256,32,2048,2,ACTIVE,functional,AXI4,32,1000000,1,0.0393,1,1,UVM_MEDIUM,0,4,1,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto -cm line+cond+fsm,static,1,v1.2,32,1.6667,random_read_test,random_read_seq
RUN-000049,power_cycle_test-000049,Power_Cycle,WriteThrough,0,4,1,4,BCH,0,32,600,6,256,40,64,512,128,1024,1,ACTIVE,regression,AXI4,16,1000000,1,0.023,1,1,UVM_MEDIUM,0,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v1.3,64,1.6667,power_cycle_test,power_cycle_seq
RUN-000050,sequential_write_test-000050,Sequential_Write,WriteBack,0,4,2,4,BCH,1,64,800,8,128,40,32,512,64,256,3,ACTIVE,functional,AXI4,16,1000000,1,0.0214,1,1,UVM_LOW,0,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,0,v2.0,64,1.25,sequential_write_test,sequential_write_seq
RUN-000051,garbage_collect_test-000051,Garbage_Collect,Disabled,1,8,4,2,BCH,0,32,1000,14,64,32,64,512,128,2048,1,ACTIVE,functional,AXI4,32,500000,1,0.0295,0,0,UVM_LOW,0,2,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,1,v1.2,128,1.0,garbage_collect_test,garbage_collect_seq
RUN-000052,garbage_collect_test-000052,Garbage_Collect,WriteBack,0,32,2,1,Disabled,1,32,600,11,64,32,16,128,32,2048,2,ACTIVE,regression,AXI4,8,1000000,0,0.0,0,1,UVM_HIGH,1,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,0,v1.2,512,1.6667,garbage_collect_test,garbage_collect_seq
RUN-000053,random_read_test-000053,Random_Read,Adaptive,0,8,2,2,BCH,0,8,1000,8,64,48,16,128,32,2048,2,PASSIVE,regression,AXI4,8,500000,0,0.0,0,1,UVM_HIGH,0,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,static,1,v2.0,128,1.0,random_read_test,random_read_seq
RUN-000054,random_read_test-000054,Random_Read,Disabled,0,8,1,1,BCH,0,8,1000,5,32,40,32,256,32,1024,3,ACTIVE,stress,AXI4,16,2000000,1,0.0414,1,1,UVM_LOW,0,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v1.3,128,1.0,random_read_test,random_read_seq
RUN-000055,back_to_back_program_test-000055,Back_To_Back_Program,WriteThrough,0,4,1,4,BCH,0,32,600,14,64,32,8,1024,128,1024,4,ACTIVE,functional,AXI4,8,2000000,0,0.0,1,1,UVM_MEDIUM,1,8,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,dynamic,1,v1.2,64,1.6667,back_to_back_program_test,back_to_back_program_seq
RUN-000056,back_to_back_program_test-000056,Back_To_Back_Program,Disabled,1,32,8,2,LDPC,1,8,600,7,64,40,8,512,128,256,2,PASSIVE,regression,AXI4,8,500000,0,0.0,1,0,UVM_HIGH,1,4,1,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v1.3,512,1.6667,back_to_back_program_test,back_to_back_program_seq
RUN-000057,power_cycle_test-000057,Power_Cycle,WriteThrough,0,8,8,4,Disabled,1,32,600,15,256,32,16,128,256,1024,3,ACTIVE,functional,AXI4,32,1000000,1,0.0145,1,1,UVM_LOW,0,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,hybrid,1,v1.3,128,1.6667,power_cycle_test,power_cycle_seq
RUN-000058,random_read_test-000058,Random_Read,Disabled,0,16,2,4,LDPC,0,32,1000,15,128,32,32,128,128,1024,2,ACTIVE,regression,AXI4,32,2000000,1,0.0143,1,0,UVM_MEDIUM,0,1,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,hybrid,0,v2.0,256,1.0,random_read_test,random_read_seq
RUN-000059,back_to_back_program_test-000059,Back_To_Back_Program,WriteThrough,1,32,8,2,BCH,1,32,800,7,256,40,16,1024,32,512,1,PASSIVE,regression,AXI4,16,500000,1,0.0272,1,1,UVM_LOW,1,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,static,0,v2.0,512,1.25,back_to_back_program_test,back_to_back_program_seq
RUN-000060,garbage_collect_test-000060,Garbage_Collect,Disabled,0,16,8,2,LDPC,1,16,600,11,256,32,8,256,32,512,2,ACTIVE,regression,AXI4,8,500000,1,0.0156,0,1,UVM_LOW,1,1,1,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,static,0,v2.0,256,1.6667,garbage_collect_test,garbage_collect_seq
RUN-000061,random_read_test-000061,Random_Read,WriteThrough,1,4,2,4,BCH,0,32,1200,15,256,48,16,256,32,1024,2,ACTIVE,regression,AXI4,16,500000,0,0.0,1,1,UVM_LOW,0,4,1,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,hybrid,0,v2.0,64,0.8333,random_read_test,random_read_seq
RUN-000062,power_cycle_test-000062,Power_Cycle,Adaptive,1,16,2,1,Disabled,1,16,600,11,32,40,16,512,128,512,2,ACTIVE,regression,AXI4,16,2000000,1,0.0172,1,1,UVM_MEDIUM,2,2,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,static,0,v1.2,256,1.6667,power_cycle_test,power_cycle_seq
RUN-000063,back_to_back_program_test-000063,Back_To_Back_Program,WriteThrough,0,8,4,4,LDPC,0,64,1200,12,256,40,8,256,256,512,4,ACTIVE,functional,AXI4,32,500000,0,0.0,1,1,UVM_LOW,0,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,1,v2.0,128,0.8333,back_to_back_program_test,back_to_back_program_seq
RUN-000064,erase_suspend_test-000064,Erase_Suspend,Adaptive,0,16,4,2,BCH,0,32,400,5,64,32,8,256,128,2048,4,ACTIVE,regression,AXI4,16,1000000,0,0.0,1,1,UVM_LOW,2,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v2.0,256,2.5,erase_suspend_test,erase_suspend_seq
RUN-000065,back_to_back_program_test-000065,Back_To_Back_Program,WriteThrough,0,4,8,2,BCH,1,8,800,3,32,32,16,256,128,256,2,ACTIVE,functional,AXI4,8,1000000,0,0.0,1,1,UVM_LOW,1,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v1.2,64,1.25,back_to_back_program_test,back_to_back_program_seq
RUN-000066,sequential_write_test-000066,Sequential_Write,Adaptive,0,2,1,1,BCH,0,32,800,1,64,48,32,1024,64,1024,3,ACTIVE,regression,AXI4,16,500000,1,0.034,1,1,UVM_MEDIUM,1,1,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,dynamic,1,v2.0,32,1.25,sequential_write_test,sequential_write_seq
RUN-000067,sequential_write_test-000067,Sequential_Write,Adaptive,0,64,2,2,LDPC,0,4,800,2,64,32,16,512,32,512,2,ACTIVE,regression,AXI4,8,500000,0,0.0,1,1,UVM_MEDIUM,2,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,0,v1.3,1024,1.25,sequential_write_test,sequential_write_seq
