run_id,test_id,seed,status,pass_fail,failure_type,error_code,error_id,first_error_time_ns,uvm_error_count,uvm_warning_count,uvm_fatal_count,assertion_failures,scoreboard_mismatches,execution_time_ms,throughput_mbps,sim_cycles,exit_code,verdict_source
RUN-000019,garbage_collect_test-000019,1593063417,PASS,pass,NONE,,,,0,0,0,0,0,351.96,2.9,211178667,0,uvm_report_server
RUN-000020,back_to_back_program_test-000020,559399398,PASS,pass,NONE,,,,0,0,0,0,0,37.9,50.62,37900543,0,uvm_report_server
RUN-000021,garbage_collect_test-000021,918843033,PASS,pass,NONE,,,,0,0,0,0,0,141.88,30.67,113507082,0,uvm_report_server
RUN-000022,sequential_write_test-000022,1164284604,FAIL,fail,ECC_UNCORRECTABLE,E_ECC_0x33,ECC_UNCORRECTABLE,19420,3,0,0,0,1,23.42,59.06,18739658,1,uvm_report_server
RUN-000023,back_to_back_program_test-000023,2046110096,PASS,pass,NONE,,,,0,0,0,0,0,23.72,5.68,18979116,0,uvm_report_server
RUN-000024,power_cycle_test-000024,602867157,FAIL,fail,ASSERTION_FAIL,E_ASRT_0x60,ASSERTION_FAIL,41910,1,1,0,0,0,45.91,2.09,36724406,1,uvm_report_server
RUN-000025,power_cycle_test-000025,443135816,PASS,pass,NONE,,,,0,0,0,0,0,6.98,38.06,5580547,0,uvm_report_server
RUN-000026,erase_suspend_test-000026,1821529576,PASS,pass,NONE,,,,0,0,0,0,0,35.28,14.45,21166443,0,uvm_report_server
RUN-000027,back_to_back_program_test-000027,329362110,PASS,pass,NONE,,,,0,0,0,0,0,8.88,3.88,3552541,0,uvm_report_server
RUN-000028,mixed_rw_test-000028,25974107,PASS,pass,NONE,,,,0,0,0,0,0,7.46,4.24,8946945,0,uvm_report_server
RUN-000029,read_disturb_test-000029,403941757,PASS,pass,NONE,,,,0,1,0,0,0,1.07,58.52,1279497,0,uvm_report_server
RUN-000030,power_cycle_test-000030,2118842183,PASS,pass,NONE,,,,0,0,0,0,0,125.58,17.49,75350004,0,uvm_report_server
RUN-000031,random_read_test-000031,912608922,PASS,pass,NONE,,,,0,0,0,0,0,5.03,7.02,5028136,0,uvm_report_server
RUN-000032,back_to_back_program_test-000032,1084730882,PASS,pass,NONE,,,,0,0,0,0,0,8.58,14.22,10295456,0,uvm_report_server
RUN-000033,read_disturb_test-000033,1118639801,FAIL,fail,RETENTION_FAIL,E_RET_0x71,RETENTION_FAIL,240350,2,0,0,0,1,244.35,4.05,146612607,1,uvm_report_server
RUN-000034,power_cycle_test-000034,680196239,PASS,pass,NONE,,,,0,0,0,0,0,18.17,106.35,21801857,0,uvm_report_server
RUN-000035,read_disturb_test-000035,1084651853,PASS,pass,NONE,,,,0,0,0,0,0,301.96,3.24,241568890,0,uvm_report_server
RUN-000036,power_cycle_test-000036,656448571,FAIL,fail,ASSERTION_FAIL,E_ASRT_0x60,ASSERTION_FAIL,2500,1,0,0,0,0,6.05,201.62,3629978,1,uvm_report_server
RUN-000037,back_to_back_program_test-000037,939339568,FAIL,fail,FIFO_OVERFLOW,E_FIFO_0x21,FIFO_OVERFLOW,11380,4,0,0,1,0,15.38,4.26,6151736,1,uvm_report_server
RUN-000038,back_to_back_program_test-000038,1542911121,PASS,pass,NONE,,,,0,0,0,0,0,8.26,3.98,9911460,0,uvm_report_server
RUN-000039,random_read_test-000039,807037740,PASS,pass,NONE,,,,0,1,0,0,0,53.14,0.63,21254845,0,uvm_report_server
RUN-000040,mixed_rw_test-000040,666621381,PASS,pass,NONE,,,,0,0,0,0,0,1.62,19.44,973096,0,uvm_report_server
RUN-000041,erase_suspend_test-000041,1891277050,PASS,pass,NONE,,,,0,0,0,0,0,18.56,14.81,18564608,0,uvm_report_server
RUN-000042,power_cycle_test-000042,1631654593,FAIL,fail,TIMEOUT,E_TMO_0x40,TIMEOUT,1956580,2,1,1,0,0,1960.58,0.15,2352691528,1,uvm_report_server
RUN-000043,sequential_write_test-000043,843414268,PASS,pass,NONE,,,,0,0,0,0,0,898.72,9.8,539231819,0,uvm_report_server
RUN-000044,sequential_write_test-000044,1421621285,PASS,pass,NONE,,,,0,0,0,0,0,3.0,316.13,2400495,0,uvm_report_server
RUN-000045,garbage_collect_test-000045,1408922700,PASS,pass,NONE,,,,0,0,0,0,0,89.15,22.68,35658987,0,uvm_report_server
RUN-000046,back_to_back_program_test-000046,1746779683,PASS,pass,NONE,,,,0,1,0,0,0,43.8,1.5,35043142,0,uvm_report_server
RUN-000047,random_read_test-000047,189981090,PASS,pass,NONE,,,,0,0,0,0,0,4.88,211.05,2925657,0,uvm_report_server
RUN-000048,random_read_test-000048,1670521998,PASS,pass,NONE,,,,0,0,0,0,0,2.09,7.9,1253311,0,uvm_report_server
RUN-000049,power_cycle_test-000049,412349324,PASS,pass,NONE,,,,0,0,0,0,0,38.81,7.2,23284076,0,uvm_report_server
RUN-000050,sequential_write_test-000050,1441025260,FAIL,fail,PROTOCOL_VIOLATION,E_PROT_0x52,PROTOCOL_VIOLATION,6210,3,0,1,1,0,10.21,66.53,8169276,1,uvm_report_server
RUN-000051,garbage_collect_test-000051,474418530,FAIL,fail,TIMEOUT,E_TMO_0x40,TIMEOUT,1973410,2,0,1,0,0,1977.41,0.38,1977409530,1,uvm_report_server
RUN-000052,garbage_collect_test-000052,409097817,PASS,pass,NONE,,,,0,1,0,0,0,445.44,2.3,267266305,0,uvm_report_server
RUN-000053,random_read_test-000053,489895408,PASS,pass,NONE,,,,0,1,0,0,0,11.94,10.2,11944096,0,uvm_report_server
RUN-000054,random_read_test-000054,383659935,PASS,pass,NONE,,,,0,0,0,0,0,37.32,0.92,37318357,0,uvm_report_server
RUN-000055,back_to_back_program_test-000055,1639118726,PASS,pass,NONE,,,,0,0,0,0,0,48.72,5.46,29231526,0,uvm_report_server
RUN-000056,back_to_back_program_test-000056,1417503073,FAIL,fail,DATA_MISMATCH,E_CMP_0x11,DATA_MISMATCH,15750,2,0,0,0,1,19.75,81.79,11852209,1,uvm_report_server
RUN-000057,power_cycle_test-000057,2077118466,PASS,pass,NONE,,,,0,1,0,0,0,20.88,202.39,12530151,0,uvm_report_server
RUN-000058,random_read_test-000058,2030731573,PASS,pass,NONE,,,,0,0,0,0,0,63.05,31.57,63053663,0,uvm_report_server
RUN-000059,back_to_back_program_test-000059,232722372,PASS,pass,NONE,,,,0,0,0,0,0,103.86,82.53,83088959,0,uvm_report_server
RUN-000060,garbage_collect_test-000060,353401062,PASS,pass,NONE,,,,0,1,0,0,0,22.9,83.41,13738232,0,uvm_report_server
RUN-000061,random_read_test-000061,541657259,FAIL,fail,TIMEOUT,E_TMO_0x40,TIMEOUT,1972450,3,0,1,1,0,1976.45,0.15,2371743511,1,uvm_report_server
RUN-000062,power_cycle_test-000062,1122784415,PASS,pass,NONE,,,,0,1,0,0,0,127.55,2.14,76529026,0,uvm_report_server
RUN-000063,back_to_back_program_test-000063,218270753,PASS,pass,NONE,,,,0,0,0,0,0,12.56,333.89,15071065,0,uvm_report_server
RUN-000064,erase_suspend_test-000064,1071958782,PASS,pass,NONE,,,,0,0,0,0,0,174.92,11.2,69966200,0,uvm_report_server
RUN-000065,back_to_back_program_test-000065,622197009,PASS,pass,NONE,,,,0,0,0,0,0,4.5,60.86,3596285,0,uvm_report_server
RUN-000066,sequential_write_test-000066,1334851894,PASS,pass,NONE,,,,0,0,0,0,0,24.26,1.45,19404209,0,uvm_report_server
RUN-000067,sequential_write_test-000067,708680496,PASS,pass,NONE,,,,0,0,0,0,0,76.53,7.29,61225405,0,uvm_report_server
RUN-000068,random_read_test-000068,246512827,PASS,pass,NONE,,,,0,0,0,0,0,85.04,52.03,85035654,0,uvm_report_server
RUN-000069,random_read_test-000069,929426491,PASS,pass,NONE,,,,0,0,0,0,0,3.83,4.52,1532824,0,uvm_report_server
RUN-000070,random_read_test-000070,1385784218,PASS,pass,NONE,,,,0,0,0,0,0,25.73,10.78,10290280,0,uvm_report_server
RUN-000071,erase_suspend_test-000071,1255731468,PASS,pass,NONE,,,,0,0,0,0,0,4.19,29.93,3353419,0,uvm_report_server
RUN-000072,back_to_back_program_test-000072,1113189565,FAIL,fail,THERMAL_SHUTDOWN,E_THRM_0x80,THERMAL_SHUTDOWN,40370,3,0,0,1,0,44.37,12.19,53239480,1,uvm_report_server
RUN-000073,mixed_rw_test-000073,1732049307,PASS,pass,NONE,,,,0,0,0,0,0,214.73,5.09,128838747,0,uvm_report_server
RUN-000074,back_to_back_program_test-000074,1398175814,PASS,pass,NONE,,,,0,0,0,0,0,212.77,80.03,170216694,0,uvm_report_server
RUN-000075,read_disturb_test-000075,1015316094,PASS,pass,NONE,,,,0,0,0,0,0,225.58,2.31,270691814,0,uvm_report_server
RUN-000076,mixed_rw_test-000076,1493542593,PASS,pass,NONE,,,,0,1,0,0,0,205.29,39.74,246346269,0,uvm_report_server
RUN-000077,mixed_rw_test-000077,514811956,PASS,pass,NONE,,,,0,0,0,0,0,65.13,32.55,65128408,0,uvm_report_server
RUN-000078,mixed_rw_test-000078,456590257,FAIL,fail,PROTOCOL_VIOLATION,E_PROT_0x52,PROTOCOL_VIOLATION,10000,2,0,1,0,0,14.0,83.93,13999995,1,uvm_report_server
RUN-000079,sequential_write_test-000079,401394186,PASS,pass,NONE,,,,0,0,0,0,0,551.36,16.2,220542527,0,uvm_report_server
RUN-000080,power_cycle_test-000080,1208608810,PASS,pass,NONE,,,,0,0,0,0,0,16.77,58.63,6709420,0,uvm_report_server
RUN-000081,sequential_write_test-000081,1346833752,PASS,pass,NONE,,,,0,0,0,0,0,4.01,60.5,4011474,0,uvm_report_server
RUN-000082,erase_suspend_test-000082,976982560,PASS,pass,NONE,,,,0,0,0,0,0,208.79,2.39,250547910,0,uvm_report_server
RUN-000083,back_to_back_program_test-000083,1793597031,FAIL,fail,FIFO_OVERFLOW,E_FIFO_0x21,FIFO_OVERFLOW,7230,3,0,0,1,0,11.23,48.64,11233677,1,uvm_report_server
RUN-000084,power_cycle_test-000084,203687002,PASS,pass,NONE,,,,0,0,0,0,0,45.49,10.89,18195824,0,uvm_report_server
RUN-000085,mixed_rw_test-000085,1112280892,PASS,pass,NONE,,,,0,0,0,0,0,180.72,47.71,72288843,0,uvm_report_server
RUN-000086,back_to_back_program_test-000086,1570401407,FAIL,fail,FIFO_OVERFLOW,E_FIFO_0x21,FIFO_OVERFLOW,33450,4,0,0,1,0,37.45,17.53,44944936,1,uvm_report_server
RUN-000087,sequential_write_test-000087,1877811148,PASS,pass,NONE,,,,0,1,0,0,0,55.52,19.5,33310032,0,uvm_report_server
RUN-000088,mixed_rw_test-000088,388979363,PASS,pass,NONE,,,,0,0,0,0,0,105.45,1.33,84357210,0,uvm_report_server
RUN-000089,back_to_back_program_test-000089,658751876,PASS,pass,NONE,,,,0,0,0,0,0,19.29,13.32,15429543,0,uvm_report_server
RUN-000090,garbage_collect_test-000090,82838211,PASS,pass,NONE,,,,0,0,0,0,0,2.5,12.75,2501507,0,uvm_report_server
RUN-000091,mixed_rw_test-000091,73073017,FAIL,fail,THERMAL_SHUTDOWN,E_THRM_0x80,THERMAL_SHUTDOWN,17750,3,0,0,0,0,21.75,0.78,13048489,1,uvm_report_server
RUN-000092,random_read_test-000092,1751935612,PASS,pass,NONE,,,,0,0,0,0,0,7.35,65.98,8817874,0,uvm_report_server
RUN-000093,erase_suspend_test-000093,1529344456,PASS,pass,NONE,,,,0,0,0,0,0,41.92,94.51,25154554,0,uvm_report_server
RUN-000094,back_to_back_program_test-000094,791413533,PASS,pass,NONE,,,,0,0,0,0,0,37.51,14.66,37513863,0,uvm_report_server
RUN-000095,back_to_back_program_test-000095,1544785768,PASS,pass,NONE,,,,0,1,0,0,0,1.54,163.22,1229085,0,uvm_report_server
RUN-000096,mixed_rw_test-000096,1698638197,PASS,pass,NONE,,,,0,1,0,0,0,283.59,7.31,283591631,0,uvm_report_server
RUN-000097,back_to_back_program_test-000097,1465846343,FAIL,fail,RETENTION_FAIL,E_RET_0x71,RETENTION_FAIL,46150,3,1,0,0,1,50.15,103.72,50151424,1,uvm_report_server
RUN-000098,read_disturb_test-000098,993176574,FAIL,fail,DATA_MISMATCH,E_CMP_0x11,DATA_MISMATCH,62680,2,1,0,1,1,66.68,10.74,66676136,1,uvm_report_server
RUN-000099,garbage_collect_test-000099,1781193400,PASS,pass,NONE,,,,0,1,0,0,0,3.18,44.15,3811659,0,uvm_report_server
RUN-000100,sequential_write_test-000100,233121235,PASS,pass,NONE,,,,0,0,0,0,0,33.37,8.27,26697964,0,uvm_report_server
RUN-000101,back_to_back_program_test-000101,1592237524,PASS,pass,NONE,,,,0,1,0,0,0,12.69,21.09,5074090,0,uvm_report_server
RUN-000102,read_disturb_test-000102,183622966,PASS,pass,NONE,,,,0,0,0,0,0,29.74,8.19,23793774,0,uvm_report_server
RUN-000103,mixed_rw_test-000103,151061066,PASS,pass,NONE,,,,0,1,0,0,0,1.0,32.87,800000,0,uvm_report_server
RUN-000104,erase_suspend_test-000104,859828837,PASS,pass,NONE,,,,0,0,0,0,0,13.33,39.56,10666480,0,uvm_report_server
RUN-000105,mixed_rw_test-000105,786139232,FAIL,fail,RETENTION_FAIL,E_RET_0x71,RETENTION_FAIL,49630,2,0,0,1,1,53.63,26.77,53626985,1,uvm_report_server
RUN-000106,random_read_test-000106,815251129,PASS,pass,NONE,,,,0,0,0,0,0,11.32,23.85,6793911,0,uvm_report_server
RUN-000107,random_read_test-000107,864127838,PASS,pass,NONE,,,,0,0,0,0,0,146.82,26.97,88092169,0,uvm_report_server
RUN-000108,sequential_write_test-000108,109247748,FAIL,fail,DATA_MISMATCH,E_CMP_0x11,DATA_MISMATCH,5790,2,1,0,0,1,9.79,14.22,11747114,1,uvm_report_server
RUN-000109,random_read_test-000109,772301976,PASS,pass,NONE,,,,0,0,0,0,0,55.3,9.55,44243370,0,uvm_report_server
RUN-000110,mixed_rw_test-000110,747602228,FAIL,fail,ASSERTION_FAIL,E_ASRT_0x60,ASSERTION_FAIL,6580,4,0,0,1,0,10.58,17.98,4232672,1,uvm_report_server
RUN-000111,random_read_test-000111,1393019185,PASS,pass,NONE,,,,0,0,0,0,0,8.37,31.42,10048504,0,uvm_report_server
RUN-000112,mixed_rw_test-000112,1364976308,PASS,pass,NONE,,,,0,1,0,0,0,100.47,19.35,80372020,0,uvm_report_server
RUN-000113,random_read_test-000113,1633973180,FAIL,fail,DATA_MISMATCH,E_CMP_0x11,DATA_MISMATCH,2500,3,0,0,1,1,1.0,12.68,800000,1,uvm_report_server
RUN-000114,random_read_test-000114,511926395,PASS,pass,NONE,,,,0,0,0,0,0,135.93,31.91,54372531,0,uvm_report_server
RUN-000115,erase_suspend_test-000115,318958295,PASS,pass,NONE,,,,0,1,0,0,0,70.69,15.96,56554076,0,uvm_report_server
RUN-000116,mixed_rw_test-000116,1938838810,FAIL,fail,ASSERTION_FAIL,E_ASRT_0x60,ASSERTION_FAIL,215190,2,0,0,1,0,219.19,2.48,131511918,1,uvm_report_server
RUN-000117,garbage_collect_test-000117,321192852,PASS,pass,NONE,,,,0,1,0,0,0,9.28,26.5,7420655,0,uvm_report_server
RUN-000118,sequential_write_test-000118,1638953173,FAIL,fail,ASSERTION_FAIL,E_ASRT_0x60,ASSERTION_FAIL,26560,3,0,0,0,0,30.56,40.97,24446757,1,uvm_report_server
RUN-000119,mixed_rw_test-000119,915921874,PASS,pass,NONE,,,,0,0,0,0,0,4.27,30.11,1708879,0,uvm_report_server
RUN-000120,read_disturb_test-000120,606375701,PASS,pass,NONE,,,,0,0,0,0,0,97.15,42.61,77723880,0,uvm_report_server
RUN-000121,mixed_rw_test-000121,820123204,PASS,pass,NONE,,,,0,0,0,0,0,19.81,6.4,19805963,0,uvm_report_server
RUN-000122,back_to_back_program_test-000122,894348806,FAIL,fail,FIFO_OVERFLOW,E_FIFO_0x21,FIFO_OVERFLOW,24300,1,0,0,0,0,28.3,316.15,33963110,1,uvm_report_server
RUN-000123,erase_suspend_test-000123,1129119831,PASS,pass,NONE,,,,0,1,0,0,0,12.29,83.99,7376524,0,uvm_report_server
RUN-000124,read_disturb_test-000124,1430788467,FAIL,fail,TIMEOUT,E_TMO_0x40,TIMEOUT,1968200,2,0,1,0,0,1972.2,0.02,1972198770,1,uvm_report_server
RUN-000125,sequential_write_test-000125,119819624,PASS,pass,NONE,,,,0,0,0,0,0,4.32,7.13,2590064,0,uvm_report_server
RUN-000126,garbage_collect_test-000126,52824817,PASS,pass,NONE,,,,0,0,0,0,0,11.4,2.74,6840381,0,uvm_report_server
RUN-000127,random_read_test-000127,2102137788,PASS,pass,NONE,,,,0,0,0,0,0,5.1,12.92,4077816,0,uvm_report_server
RUN-000128,sequential_write_test-000128,499464,PASS,pass,NONE,,,,0,0,0,0,0,32.37,16.22,19421188,0,uvm_report_server
RUN-000129,back_to_back_program_test-000129,614369176,PASS,pass,NONE,,,,0,0,0,0,0,7.39,2.17,5909976,0,uvm_report_server
RUN-000130,mixed_rw_test-000130,660140265,PASS,pass,NONE,,,,0,0,0,0,0,8.9,15.17,7120118,0,uvm_report_server
RUN-000131,read_disturb_test-000131,1270504290,PASS,pass,NONE,,,,0,1,0,0,0,17.88,30.01,17878129,0,uvm_report_server
RUN-000132,back_to_back_program_test-000132,1453786226,FAIL,fail,DATA_MISMATCH,E_CMP_0x11,DATA_MISMATCH,2830,2,0,0,0,1,6.83,12.85,5462853,1,uvm_report_server
RUN-000133,read_disturb_test-000133,2076855559,FAIL,fail,PROTOCOL_VIOLATION,E_PROT_0x52,PROTOCOL_VIOLATION,164200,3,1,1,1,0,168.2,258.75,67280343,1,uvm_report_server
RUN-000134,power_cycle_test-000134,1948622895,PASS,pass,NONE,,,,0,0,0,0,0,8.61,16.38,5168309,0,uvm_report_server
RUN-000135,back_to_back_program_test-000135,1582129662,PASS,pass,NONE,,,,0,0,0,0,0,350.19,45.82,210113718,0,uvm_report_server
RUN-000136,back_to_back_program_test-000136,1027074719,PASS,pass,NONE,,,,0,1,0,0,0,37.78,3.71,37784354,0,uvm_report_server
RUN-000137,sequential_write_test-000137,2000072300,PASS,pass,NONE,,,,0,0,0,0,0,7.86,66.85,3144956,0,uvm_report_server
RUN-000138,erase_suspend_test-000138,608422632,PASS,pass,NONE,,,,0,1,0,0,0,5.99,11.47,5988828,0,uvm_report_server
RUN-000139,power_cycle_test-000139,2074024928,PASS,pass,NONE,,,,0,1,0,0,0,119.56,129.65,143477653,0,uvm_report_server
RUN-000140,back_to_back_program_test-000140,345857615,FAIL,fail,FIFO_OVERFLOW,E_FIFO_0x21,FIFO_OVERFLOW,2500,4,0,0,1,0,2.18,5.68,2177073,1,uvm_report_server
RUN-000141,random_read_test-000141,1392535080,PASS,pass,NONE,,,,0,0,0,0,0,12.25,5.62,9798528,0,uvm_report_server
RUN-000142,random_read_test-000142,1446927515,PASS,pass,NONE,,,,0,1,0,0,0,21.83,23.38,26201129,0,uvm_report_server
RUN-000143,back_to_back_program_test-000143,257231845,PASS,pass,NONE,,,,0,0,0,0,0,43.6,24.04,34881508,0,uvm_report_server
RUN-000144,read_disturb_test-000144,1402408546,PASS,pass,NONE,,,,0,1,0,0,0,62.46,31.36,37477018,0,uvm_report_server
RUN-000145,sequential_write_test-000145,1738402676,PASS,pass,NONE,,,,0,0,0,0,0,60.03,36.54,36018861,0,uvm_report_server
RUN-000146,mixed_rw_test-000146,1670801316,PASS,pass,NONE,,,,0,0,0,0,0,116.9,8.73,116901138,0,uvm_report_server
RUN-000147,random_read_test-000147,1926972205,FAIL,fail,TIMEOUT,E_TMO_0x40,TIMEOUT,1961160,3,0,1,0,0,1965.16,0.05,1965163396,1,uvm_report_server
RUN-000148,power_cycle_test-000148,1535866094,PASS,pass,NONE,,,,0,0,0,0,0,7.8,8.95,6238809,0,uvm_report_server
RUN-000149,read_disturb_test-000149,291592504,PASS,pass,NONE,,,,0,0,0,0,0,6.07,22.45,7283931,0,uvm_report_server
RUN-000150,erase_suspend_test-000150,247025951,PASS,pass,NONE,,,,0,0,0,0,0,73.81,28.33,59050459,0,uvm_report_server
RUN-000151,garbage_collect_test-000151,1914049642,PASS,pass,NONE,,,,0,1,0,0,0,34.36,32.81,13744575,0,uvm_report_server
RUN-000152,random_read_test-000152,449280011,FAIL,fail,TIMEOUT,E_TMO_0x40,TIMEOUT,1959070,4,0,1,1,0,1963.07,0.09,2355680239,1,uvm_report_server
RUN-000153,mixed_rw_test-000153,1766221098,PASS,pass,NONE,,,,0,0,0,0,0,13.81,4.51,13807445,0,uvm_report_server
RUN-000154,random_read_test-000154,1047772561,PASS,pass,NONE,,,,0,0,0,0,0,12.2,89.05,14640288,0,uvm_report_server
RUN-000155,back_to_back_program_test-000155,267147768,PASS,pass,NONE,,,,0,0,0,0,0,5.79,21.01,3471211,0,uvm_report_server
RUN-000156,garbage_collect_test-000156,1906412994,PASS,pass,NONE,,,,0,1,0,0,0,50.13,2.49,40107737,0,uvm_report_server
RUN-000157,mixed_rw_test-000157,1547291118,PASS,pass,NONE,,,,0,1,0,0,0,18.32,3.44,21988382,0,uvm_report_server
RUN-000158,read_disturb_test-000158,1763153136,FAIL,fail,ECC_UNCORRECTABLE,E_ECC_0x33,ECC_UNCORRECTABLE,16040,3,0,0,0,1,20.04,47.5,24053415,1,uvm_report_server
RUN-000159,back_to_back_program_test-000159,931313151,FAIL,fail,FIFO_OVERFLOW,E_FIFO_0x21,FIFO_OVERFLOW,13820,1,0,0,0,0,17.82,19.35,10692656,1,uvm_report_server
RUN-000160,mixed_rw_test-000160,1183515605,FAIL,fail,DATA_MISMATCH,E_CMP_0x11,DATA_MISMATCH,5140,2,0,0,0,1,9.14,5.94,7312235,1,uvm_report_server
RUN-000161,garbage_collect_test-000161,1158198333,PASS,pass,NONE,,,,0,0,0,0,0,14.33,17.42,11463579,0,uvm_report_server
RUN-000162,sequential_write_test-000162,1462475472,FAIL,fail,TIMEOUT,E_TMO_0x40,TIMEOUT,1990310,1,1,1,0,0,1994.31,0.03,2393166994,1,uvm_report_server
RUN-000163,power_cycle_test-000163,434433544,FAIL,fail,RETENTION_FAIL,E_RET_0x71,RETENTION_FAIL,159420,2,0,0,1,1,163.42,10.41,98053165,1,uvm_report_server
RUN-000164,sequential_write_test-000164,726215881,PASS,pass,NONE,,,,0,0,0,0,0,10.3,12.1,8237451,0,uvm_report_server
RUN-000165,mixed_rw_test-000165,1869118044,PASS,pass,NONE,,,,0,0,0,0,0,1.86,32.59,1490071,0,uvm_report_server
RUN-000166,read_disturb_test-000166,1609981161,PASS,pass,NONE,,,,0,0,0,0,0,41.16,1.51,32930370,0,uvm_report_server
RUN-000167,back_to_back_program_test-000167,1886959633,FAIL,fail,TIMEOUT,E_TMO_0x40,TIMEOUT,1980070,1,0,1,0,0,1984.07,0.02,1984074774,1,uvm_report_server
RUN-000168,read_disturb_test-000168,1147053178,PASS,pass,NONE,,,,0,0,0,0,0,29.38,35.59,17625462,0,uvm_report_server
RUN-000169,erase_suspend_test-000169,1512836433,PASS,pass,NONE,,,,0,0,0,0,0,1417.32,2.98,566927642,0,uvm_report_server
RUN-000170,sequential_write_test-000170,743975989,PASS,pass,NONE,,,,0,0,0,0,0,421.85,0.62,168740351,0,uvm_report_server
RUN-000171,power_cycle_test-000171,1031038944,PASS,pass,NONE,,,,0,1,0,0,0,10.16,52.54,10161246,0,uvm_report_server
RUN-000172,back_to_back_program_test-000172,2091929104,FAIL,fail,TIMEOUT,E_TMO_0x40,TIMEOUT,1990320,2,0,1,0,0,1994.32,0.3,2393189975,1,uvm_report_server
RUN-000173,sequential_write_test-000173,1767539729,PASS,pass,NONE,,,,0,0,0,0,0,105.05,20.04,63032879,0,uvm_report_server
RUN-000174,back_to_back_program_test-000174,339576710,PASS,pass,NONE,,,,0,0,0,0,0,334.53,0.76,267622981,0,uvm_report_server
RUN-000175,random_read_test-000175,388050258,PASS,pass,NONE,,,,0,0,0,0,0,21.67,51.72,17335990,0,uvm_report_server
RUN-000176,mixed_rw_test-000176,1130001173,FAIL,fail,ASSERTION_FAIL,E_ASRT_0x60,ASSERTION_FAIL,6330,2,0,0,1,0,10.33,238.04,6198888,1,uvm_report_server
RUN-000177,power_cycle_test-000177,693900209,PASS,pass,NONE,,,,0,0,0,0,0,181.51,47.87,145204276,0,uvm_report_server
RUN-000178,back_to_back_program_test-000178,462500828,PASS,pass,NONE,,,,0,1,0,0,0,6.52,4.79,6524466,0,uvm_report_server
RUN-000179,sequential_write_test-000179,1987132405,PASS,pass,NONE,,,,0,0,0,0,0,240.7,9.0,96279971,0,uvm_report_server
RUN-000180,mixed_rw_test-000180,1272951149,PASS,pass,NONE,,,,0,1,0,0,0,24.25,21.2,19399850,0,uvm_report_server
RUN-000181,back_to_back_program_test-000181,1385296783,PASS,pass,NONE,,,,0,0,0,0,0,12.18,5.54,7306282,0,uvm_report_server
