run_id,access_time_ns,access_type,block,reg_name,reg_addr,reg_value,expected_value,field_name,field_value,status,mem_block_id
RUN-000019,102420,READ,csr,PERF_CNT1,0x0024,0xeb449902,0xeb449902,perf_cnt1_field0,14,OK,2
RUN-000019,115383,READ,csr,FIFO_LEVEL,0x0018,0x8cdaca57,0x8cdaca57,fifo_level_field3,8,OK,0
RUN-000020,15321,WRITE,csr,FIFO_LEVEL,0x0018,0xed6dad98,0xed6dad98,fifo_level_field3,14,OK,1
RUN-000020,7948,WRITE,csr,PERF_CNT1,0x0024,0x162b7adc,0x162b7adc,perf_cnt1_field3,11,OK,0
RUN-000020,14627,READ,csr,ECC_CFG,0x0014,0x07d4b631,0x07d4b631,ecc_cfg_field3,11,OK,0
RUN-000020,16649,READ,csr,TIMEOUT_CFG,0x001c,0xb1fbb1c6,0xb1fbb1c6,timeout_cfg_field0,11,OK,3
RUN-000021,101459,WRITE,csr,PERF_CNT1,0x0024,0x2ef4fd3a,0x2ef4fd3a,perf_cnt1_field2,7,OK,7
RUN-000021,70738,READ,csr,STATUS,0x0008,0x2999e469,0x2999e469,status_field3,11,OK,8
RUN-000021,75995,READ,csr,ECC_CFG,0x0014,0xfa643d34,0xfa643d34,ecc_cfg_field2,9,OK,7
RUN-000021,65139,WRITE,csr,INT_MASK,0x000c,0xcfb2f6e1,0xcfb2f6e1,int_mask_field0,1,OK,8
RUN-000022,17061,WRITE,csr,PERF_CNT0,0x0020,0xf3036e0e,0xf3036e0e,perf_cnt0_field2,5,OK,0
RUN-000022,13242,WRITE,csr,FIFO_LEVEL,0x0018,0x4513250a,0x4513250a,fifo_level_field2,12,OK,2
RUN-000022,19161,WRITE,csr,INT_STATUS,0x0010,0x67d35c74,0x67d35c74,int_status_field2,4,OK,0
RUN-000022,10828,READ,csr,INT_STATUS,0x0010,0xfe66035f,0xfe66035f,int_status_field0,3,OK,1
RUN-000023,37010,WRITE,csr,PERF_CNT1,0x0024,0x761a8461,0x761a8461,perf_cnt1_field1,6,OK,11
RUN-000023,15661,WRITE,csr,STATUS,0x0008,0x8181f1a4,0x8181f1a4,status_field3,7,OK,6
RUN-000023,57290,WRITE,csr,INT_STATUS,0x0010,0x0e390b16,0x0e390b16,int_status_field1,15,OK,3
RUN-000023,38381,READ,csr,PERF_CNT0,0x0020,0x8160345a,0x8160345a,perf_cnt0_field2,2,OK,5
RUN-000024,82008,READ,csr,CTRL0,0x0000,0xf13c085a,0xf13c085a,ctrl0_field1,10,OK,8
RUN-000024,260386,READ,csr,PERF_CNT0,0x0020,0x88066b60,0x88066b60,perf_cnt0_field3,8,OK,13
RUN-000024,68910,READ,csr,TIMEOUT_CFG,0x001c,0x237d33b9,0x237d33b9,timeout_cfg_field1,1,OK,11
RUN-000024,308800,READ,csr,TIMEOUT_CFG,0x001c,0x99510b55,0x99510b55,timeout_cfg_field1,3,OK,3
RUN-000025,126906,READ,csr,FIFO_LEVEL,0x0018,0x88a48f70,0x88a48f70,fifo_level_field1,9,OK,13
RUN-000025,121421,WRITE,csr,INT_STATUS,0x0010,0xaa46cca7,0xaa46cca7,int_status_field0,2,OK,0
RUN-000025,30826,READ,csr,CTRL1,0x0004,0xd6d0da15,0xd6d0da15,ctrl1_field2,10,OK,1
RUN-000025,82071,WRITE,csr,TIMEOUT_CFG,0x001c,0x946b8659,0x946b8659,timeout_cfg_field0,9,OK,8
RUN-000026,53758,READ,csr,CTRL0,0x0000,0xed9863fa,0xed9863fa,ctrl0_field0,10,OK,0
RUN-000026,536870,READ,csr,CTRL0,0x0000,0x85cd18cb,0x85cd18cb,ctrl0_field3,15,OK,4
RUN-000026,194255,WRITE,csr,TIMEOUT_CFG,0x001c,0x6f5f8270,0x6f5f8270,timeout_cfg_field0,8,OK,5
RUN-000026,335564,READ,csr,CTRL0,0x0000,0xd52c8df8,0xd52c8df9,ctrl0_field1,4,MISMATCH,1
RUN-000027,13522,READ,csr,FIFO_LEVEL,0x0018,0xcf3b852e,0xcf3b852e,fifo_level_field1,2,OK,0
RUN-000027,10979,READ,csr,ECC_CFG,0x0014,0x1cc697c7,0x1cc697c7,ecc_cfg_field2,2,OK,1
RUN-000027,4698,WRITE,csr,INT_MASK,0x000c,0x0b1ca7d7,0x0b1ca7d7,int_mask_field3,15,OK,1
RUN-000027,14730,READ,csr,STATUS,0x0008,0xed503e49,0xed503e49,status_field3,14,OK,1
RUN-000028,46027,READ,csr,INT_MASK,0x000c,0x36388f22,0x36388f22,int_mask_field1,8,OK,3
RUN-000028,85147,READ,csr,CTRL0,0x0000,0xc4a10369,0xc4a10369,ctrl0_field0,7,OK,5
RUN-000028,184337,WRITE,csr,INT_STATUS,0x0010,0x1383a8f2,0x1383a8f2,int_status_field2,7,OK,4
RUN-000028,96922,READ,csr,ECC_CFG,0x0014,0xf0ad2772,0xf0ad2772,ecc_cfg_field3,6,OK,1
RUN-000029,3309,WRITE,csr,CTRL1,0x0004,0x98b4ef4e,0x98b4ef4e,ctrl1_field0,14,OK,0
RUN-000029,5400,WRITE,csr,CTRL1,0x0004,0xa5bb0a64,0xa5bb0a64,ctrl1_field3,9,OK,1
RUN-000029,10521,WRITE,csr,FIFO_LEVEL,0x0018,0x6c3245df,0x6c3245df,fifo_level_field3,11,OK,0
RUN-000029,3564,WRITE,csr,PERF_CNT1,0x0024,0xf9868ad7,0xf9868ad7,perf_cnt1_field3,10,OK,1
RUN-000030,146510,READ,csr,CTRL1,0x0004,0xe5817ab9,0xe5817ab9,ctrl1_field0,14,OK,1
RUN-000030,133401,READ,csr,PERF_CNT0,0x0020,0xaefbafb4,0xaefbafb4,perf_cnt0_field3,15,OK,1
RUN-000030,33451,WRITE,csr,TIMEOUT_CFG,0x001c,0xbf6dbd58,0xbf6dbd58,timeout_cfg_field1,1,OK,0
RUN-000030,52985,READ,csr,CTRL1,0x0004,0xc012cae7,0xc012cae7,ctrl1_field2,0,OK,1
RUN-000031,21398,READ,csr,CTRL1,0x0004,0x540e0a50,0x540e0a50,ctrl1_field2,7,OK,0
RUN-000031,12642,WRITE,csr,CTRL1,0x0004,0xb07fd192,0xb07fd192,ctrl1_field3,14,OK,1
RUN-000031,44909,READ,csr,STATUS,0x0008,0x34702b57,0x34702b57,status_field2,7,OK,0
RUN-000031,18195,WRITE,csr,STATUS,0x0008,0x3b3dc947,0x3b3dc947,status_field3,15,OK,0
RUN-000032,38074,WRITE,csr,INT_MASK,0x000c,0x26fc8e80,0x26fc8e80,int_mask_field0,8,OK,0
RUN-000032,166713,READ,csr,CTRL1,0x0004,0x841e9ad2,0x841e9ad2,ctrl1_field0,8,OK,2
RUN-000032,44967,WRITE,csr,CTRL1,0x0004,0x5c91f781,0x5c91f781,ctrl1_field2,10,OK,1
RUN-000032,110034,READ,csr,CTRL1,0x0004,0xae977cb8,0xae977cb8,ctrl1_field1,13,OK,2
RUN-000033,12394,WRITE,csr,INT_STATUS,0x0010,0x8b237c98,0x8b237c98,int_status_field2,15,OK,1
RUN-000033,10233,READ,csr,INT_MASK,0x000c,0x21442dd1,0x21442dd1,int_mask_field0,2,OK,0
RUN-000033,7628,WRITE,csr,PERF_CNT0,0x0020,0xf652cefe,0xf652cefe,perf_cnt0_field0,14,OK,1
RUN-000033,1315,READ,csr,PERF_CNT0,0x0020,0x0f676e42,0x0f676e42,perf_cnt0_field2,5,OK,0
RUN-000034,506528,WRITE,csr,ECC_CFG,0x0014,0x2ad5c9d3,0x2ad5c9d3,ecc_cfg_field3,15,OK,0
RUN-000034,88180,READ,csr,INT_STATUS,0x0010,0xddc95179,0xddc95179,int_status_field1,10,OK,1
RUN-000034,164077,WRITE,csr,PERF_CNT0,0x0020,0x0c3ef155,0x0c3ef155,perf_cnt0_field0,13,OK,2
RUN-000034,478841,READ,csr,INT_MASK,0x000c,0x289e2d18,0x289e2d18,int_mask_field0,6,OK,1
RUN-000035,155891,WRITE,csr,TIMEOUT_CFG,0x001c,0x7db95561,0x7db95561,timeout_cfg_field0,13,OK,4
RUN-000035,189379,WRITE,csr,INT_STATUS,0x0010,0xc1bfacf0,0xc1bfacf0,int_status_field0,14,OK,1
RUN-000035,391222,READ,csr,CTRL0,0x0000,0xc6a3a4dd,0xc6a3a4dd,ctrl0_field2,11,OK,4
RUN-000035,386300,READ,csr,ECC_CFG,0x0014,0x0b831df2,0x0b831df2,ecc_cfg_field0,1,OK,2
RUN-000036,25171,WRITE,csr,CTRL1,0x0004,0x17fde673,0x17fde673,ctrl1_field0,11,OK,0
RUN-000036,69610,READ,csr,INT_STATUS,0x0010,0xd346840f,0xd346840f,int_status_field1,14,OK,2
RUN-000036,40321,READ,csr,STATUS,0x0008,0xf13b56eb,0xf13b56eb,status_field0,2,OK,3
RUN-000036,70881,READ,csr,PERF_CNT0,0x0020,0xd0583d49,0xd0583d49,perf_cnt0_field1,5,OK,1
RUN-000037,26173,WRITE,csr,ECC_CFG,0x0014,0xda80645d,0xda80645d,ecc_cfg_field2,6,OK,4
RUN-000037,37273,READ,csr,ECC_CFG,0x0014,0x601bf8f3,0x601bf8f3,ecc_cfg_field3,3,OK,1
RUN-000037,37636,WRITE,csr,INT_MASK,0x000c,0xe18ffcd7,0xe18ffcd7,int_mask_field3,11,OK,6
RUN-000037,14369,READ,csr,STATUS,0x0008,0xb42c326c,0xb42c326c,status_field1,9,OK,1
RUN-000038,166904,WRITE,csr,FIFO_LEVEL,0x0018,0xd19f6d3c,0xd19f6d3c,fifo_level_field1,6,OK,3
RUN-000038,61637,READ,csr,CTRL0,0x0000,0x7d32e56e,0x7d32e56e,ctrl0_field2,4,OK,3
RUN-000038,106093,WRITE,csr,INT_MASK,0x000c,0x9b41ba9a,0x9b41ba9a,int_mask_field2,2,OK,3
RUN-000038,30648,READ,csr,ECC_CFG,0x0014,0x8e05064a,0x8e05064a,ecc_cfg_field3,0,OK,1
RUN-000039,256405,READ,csr,INT_STATUS,0x0010,0x5a36a453,0x5a36a453,int_status_field3,14,OK,3
RUN-000039,4009,WRITE,csr,TIMEOUT_CFG,0x001c,0x3aefdb8c,0x3aefdb8c,timeout_cfg_field2,6,OK,3
RUN-000039,188645,READ,csr,STATUS,0x0008,0xaef5f71d,0xaef5f71d,status_field1,10,OK,3
RUN-000039,268160,READ,csr,PERF_CNT0,0x0020,0x8b9980e1,0x8b9980e1,perf_cnt0_field3,6,OK,0
RUN-000040,196244,WRITE,csr,INT_MASK,0x000c,0x71c98d9d,0x71c98d9d,int_mask_field1,3,OK,6
RUN-000040,153135,WRITE,csr,INT_STATUS,0x0010,0x00f41d2e,0x00f41d2e,int_status_field0,11,OK,11
RUN-000040,124524,READ,csr,ECC_CFG,0x0014,0xc793314a,0xc793314a,ecc_cfg_field3,0,OK,9
RUN-000040,135965,WRITE,csr,PERF_CNT1,0x0024,0x7316491e,0x7316491e,perf_cnt1_field3,0,OK,15
RUN-000041,53067,READ,csr,PERF_CNT0,0x0020,0xf0bf3d61,0xf0bf3d61,perf_cnt0_field3,12,OK,0
RUN-000041,55863,READ,csr,TIMEOUT_CFG,0x001c,0xc4e77e49,0xc4e77e49,timeout_cfg_field0,10,OK,2
RUN-000041,72705,WRITE,csr,PERF_CNT0,0x0020,0x8c25cf8b,0x8c25cf8b,perf_cnt0_field0,15,OK,0
RUN-000041,47964,WRITE,csr,CTRL0,0x0000,0x4c7641a1,0x4c7641a0,ctrl0_field3,0,MISMATCH,7
RUN-000042,86334,WRITE,csr,INT_MASK,0x000c,0xcf1423fe,0xcf1423fe,int_mask_field0,6,OK,0
RUN-000042,5907,READ,csr,CTRL0,0x0000,0x3b574a2e,0x3b574a2e,ctrl0_field3,5,OK,1
RUN-000042,149384,WRITE,csr,INT_MASK,0x000c,0xc7f6bc68,0xc7f6bc68,int_mask_field3,11,OK,0
RUN-000042,140744,READ,csr,INT_STATUS,0x0010,0x84ac46db,0x84ac46db,int_status_field2,9,OK,0
RUN-000043,269128,WRITE,csr,ECC_CFG,0x0014,0x895d01ee,0x895d01ee,ecc_cfg_field0,3,OK,2
RUN-000043,284081,READ,csr,INT_STATUS,0x0010,0x6767af8b,0x6767af8b,int_status_field2,9,OK,1
RUN-000043,81797,WRITE,csr,PERF_CNT0,0x0020,0xb18501c0,0xb18501c0,perf_cnt0_field1,11,OK,1
RUN-000043,37312,READ,csr,CTRL1,0x0004,0xb272fd83,0xb272fd83,ctrl1_field3,8,OK,0
RUN-000044,265411,READ,csr,INT_MASK,0x000c,0x3bbdd6a1,0x3bbdd6a1,int_mask_field1,10,OK,9
RUN-000044,258149,WRITE,csr,STATUS,0x0008,0xc94acbf0,0xc94acbf0,status_field0,11,OK,7
RUN-000044,2841,READ,csr,CTRL0,0x0000,0x51719049,0x51719049,ctrl0_field1,4,OK,14
RUN-000044,203242,WRITE,csr,INT_STATUS,0x0010,0x7b9c14a5,0x7b9c14a5,int_status_field0,7,OK,11
RUN-000045,7309,WRITE,csr,FIFO_LEVEL,0x0018,0x974e8f00,0x974e8f00,fifo_level_field1,11,OK,1
RUN-000045,3327,READ,csr,STATUS,0x0008,0x5cb067e2,0x5cb067e2,status_field0,8,OK,1
RUN-000045,4129,WRITE,csr,PERF_CNT1,0x0024,0x831b8ca9,0x831b8ca9,perf_cnt1_field0,5,OK,0
RUN-000045,2426,WRITE,csr,CTRL0,0x0000,0xe10aaa16,0xe10aaa16,ctrl0_field1,7,OK,0
RUN-000046,304285,READ,csr,FIFO_LEVEL,0x0018,0x537e83ce,0x537e83ce,fifo_level_field0,6,OK,7
RUN-000046,55296,WRITE,csr,INT_MASK,0x000c,0x14139f52,0x14139f52,int_mask_field1,6,OK,7
RUN-000046,262407,READ,csr,INT_MASK,0x000c,0x6f69df9a,0x6f69df9a,int_mask_field0,11,OK,7
RUN-000046,325734,WRITE,csr,FIFO_LEVEL,0x0018,0x1aa4274e,0x1aa4274e,fifo_level_field1,9,OK,5
RUN-000047,9897,READ,csr,INT_MASK,0x000c,0xea447e28,0xea447e28,int_mask_field2,2,OK,3
RUN-000047,65552,WRITE,csr,PERF_CNT0,0x0020,0x91ab20e8,0x91ab20e8,perf_cnt0_field3,11,OK,1
RUN-000047,43211,WRITE,csr,ECC_CFG,0x0014,0x5767a8ca,0x5767a8ca,ecc_cfg_field2,9,OK,2
RUN-000047,53275,WRITE,csr,PERF_CNT0,0x0020,0x2a9f75a9,0x2a9f75a9,perf_cnt0_field3,0,OK,0
RUN-000048,41983,READ,csr,INT_STATUS,0x0010,0xfa42c2c0,0xfa42c2c0,int_status_field1,4,OK,2
RUN-000048,214608,WRITE,csr,INT_MASK,0x000c,0x659d50af,0x659d50af,int_mask_field1,2,OK,0
RUN-000048,206170,WRITE,csr,STATUS,0x0008,0x3074a441,0x3074a441,status_field1,3,OK,3
RUN-000048,67384,WRITE,csr,CTRL1,0x0004,0x8d3d257f,0x8d3d257e,ctrl1_field3,2,MISMATCH,3
RUN-000049,25590,WRITE,csr,ECC_CFG,0x0014,0xa7509f5b,0xa7509f5b,ecc_cfg_field3,12,OK,3
RUN-000049,4846,WRITE,csr,TIMEOUT_CFG,0x001c,0xbb4e7ebc,0xbb4e7ebc,timeout_cfg_field0,9,OK,1
RUN-000049,9483,WRITE,csr,STATUS,0x0008,0xfe9eae1d,0xfe9eae1d,status_field0,3,OK,1
RUN-000049,50946,READ,csr,INT_MASK,0x000c,0xade3b675,0xade3b675,int_mask_field1,4,OK,3
RUN-000050,18964,READ,csr,PERF_CNT0,0x0020,0x14d253ab,0x14d253ab,perf_cnt0_field1,4,OK,1
RUN-000050,12527,READ,csr,INT_MASK,0x000c,0x7344d082,0x7344d082,int_mask_field3,7,OK,0
RUN-000050,9999,READ,csr,INT_STATUS,0x0010,0x42d0f501,0x42d0f501,int_status_field3,15,OK,0
RUN-000050,26854,WRITE,csr,STATUS,0x0008,0xeefaac7d,0xeefaac7d,status_field1,8,OK,0
RUN-000051,261223,WRITE,csr,INT_STATUS,0x0010,0x1b39b510,0x1b39b510,int_status_field1,11,OK,3
RUN-000051,41215,READ,csr,CTRL1,0x0004,0x254c07dc,0x254c07dc,ctrl1_field1,8,OK,3
RUN-000051,83009,WRITE,csr,TIMEOUT_CFG,0x001c,0x2757edbd,0x2757edbd,timeout_cfg_field0,11,OK,2
RUN-000051,11496,WRITE,csr,CTRL1,0x0004,0x3774b74f,0x3774b74f,ctrl1_field3,9,OK,1
RUN-000052,1925,READ,csr,CTRL1,0x0004,0x5956b23b,0x5956b23b,ctrl1_field3,5,OK,3
RUN-000052,22362,WRITE,csr,ECC_CFG,0x0014,0x41c5d90e,0x41c5d90e,ecc_cfg_field0,13,OK,0
RUN-000052,3725,READ,csr,PERF_CNT0,0x0020,0x36e288e5,0x36e288e5,perf_cnt0_field1,12,OK,0
RUN-000052,18393,READ,csr,PERF_CNT0,0x0020,0x67c6bba9,0x67c6bba9,perf_cnt0_field1,7,OK,1
RUN-000053,24428,READ,csr,STATUS,0x0008,0x3a942106,0x3a942106,status_field2,11,OK,3
RUN-000053,53778,WRITE,csr,TIMEOUT_CFG,0x001c,0xbd39df2c,0xbd39df2c,timeout_cfg_field3,9,OK,2
RUN-000053,44570,READ,csr,TIMEOUT_CFG,0x001c,0xee335ecc,0xee335ecc,timeout_cfg_field1,14,OK,0
RUN-000053,43209,WRITE,csr,STATUS,0x0008,0xeed95103,0xeed95103,status_field3,5,OK,3
RUN-000054,32162,WRITE,csr,TIMEOUT_CFG,0x001c,0x7d10fb23,0x7d10fb23,timeout_cfg_field1,13,OK,1
RUN-000054,8447,READ,csr,PERF_CNT1,0x0024,0xbc32e093,0xbc32e093,perf_cnt1_field3,0,OK,1
RUN-000054,42176,READ,csr,CTRL1,0x0004,0x273cc627,0x273cc627,ctrl1_field2,15,OK,0
RUN-000054,48659,WRITE,csr,CTRL1,0x0004,0x4b0aec48,0x4b0aec48,ctrl1_field2,14,OK,0
RUN-000055,153169,WRITE,csr,CTRL1,0x0004,0x791bd1e9,0x791bd1e9,ctrl1_field1,10,OK,0
RUN-000055,335987,WRITE,csr,INT_STATUS,0x0010,0xde8bb5d1,0xde8bb5d1,int_status_field1,0,OK,1
RUN-000055,313678,READ,csr,PERF_CNT1,0x0024,0x12255608,0x12255608,perf_cnt1_field2,3,OK,0
RUN-000055,107585,WRITE,csr,CTRL1,0x0004,0xc8d8b2ec,0xc8d8b2ec,ctrl1_field3,10,OK,1
