runId,test_id,seed,result,pass_fail,failure_class,err_code,error_id,first_error_time_ns,uvm_error_count,uvm_warning_count,uvm_fatal_count,assertion_failures,scoreboard_mismatches,execution_time_ms,throughput_mbps,sim_cycles,exit_code,verdict_source
RUN-000052,uart_loopback_test-000052,384278239,PASS,pass,NONE,,,,0,0,0,0,0,47.74,0.0083,4773980,0,uvm_report_server
RUN-000053,uart_loopback_test-000053,339319995,PASS,pass,NONE,,,,0,1,0,0,0,75.61,0.0207,7560535,0,uvm_report_server
RUN-000054,uart_loopback_test-000054,491820783,PASS,pass,NONE,,,,0,0,0,0,0,51.71,0.0036,1292801,0,uvm_report_server
RUN-000055,uart_loopback_test-000055,775283917,PASS,pass,NONE,,,,0,0,0,0,0,189.51,0.0009,4737739,0,uvm_report_server
RUN-000056,irq_storm_test-000056,1554944201,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,634900,2,0,1,0,0,638.9,0.0005,63890486,1,uvm_report_server
RUN-000057,uart_loopback_test-000057,477377038,PASS,pass,NONE,,,,0,0,0,0,0,56.86,0.0017,2842942,0,uvm_report_server
RUN-000058,dma_burst_test-000058,1587314550,PASS,pass,NONE,,,,0,0,0,0,0,88.4,0.0041,8839865,0,uvm_report_server
RUN-000059,uart_loopback_test-000059,1599203603,PASS,pass,NONE,,,,0,0,0,0,0,70.03,0.0007,7002908,0,uvm_report_server
RUN-000060,dma_burst_test-000060,1080333214,PASS,pass,NONE,,,,0,0,0,0,0,25.18,0.0151,1259249,0,uvm_report_server
RUN-000061,irq_storm_test-000061,1410361674,FAIL,fail,IRQ_LOST,B_IRQ_0x45,IRQ_LOST,353240,2,0,0,0,0,357.24,0.0006,17862163,1,uvm_report_server
RUN-000062,dma_burst_test-000062,1756356034,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,703800,1,0,0,0,0,707.8,0.0006,17694934,1,uvm_report_server
RUN-000063,dma_burst_test-000063,1677472494,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,56810,1,1,0,0,0,60.81,0.0012,6081467,1,uvm_report_server
RUN-000064,parity_stress_test-000064,944535972,PASS,pass,NONE,,,,0,0,0,0,0,65.74,0.0054,13147299,0,uvm_report_server
RUN-000065,reg_sweep_test-000065,1415973407,PASS,pass,NONE,,,,0,0,0,0,0,189.95,0.0039,4748782,0,uvm_report_server
RUN-000066,uart_loopback_test-000066,1572005899,PASS,pass,NONE,,,,0,0,0,0,0,117.33,0.0034,5866426,0,uvm_report_server
RUN-000067,irq_storm_test-000067,807773217,PASS,pass,NONE,,,,0,1,0,0,0,24.7,0.0141,4939239,0,uvm_report_server
RUN-000068,irq_storm_test-000068,873906597,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,794780,1,1,0,0,0,798.78,0.0006,39938767,1,uvm_report_server
RUN-000069,reg_sweep_test-000069,1618650378,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,710760,4,0,0,1,0,714.76,0.0002,35738042,1,uvm_report_server
RUN-000070,uart_loopback_test-000070,1843534129,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,86930,3,0,0,1,0,90.93,0.0005,4546438,1,uvm_report_server
RUN-000071,reg_sweep_test-000071,862847913,PASS,pass,NONE,,,,0,0,0,0,0,373.53,0.0077,37352803,0,uvm_report_server
RUN-000072,reg_sweep_test-000072,1741420405,PASS,pass,NONE,,,,0,0,0,0,0,189.6,0.0161,18960486,0,uvm_report_server
RUN-000073,uart_loopback_test-000073,2065759418,PASS,pass,NONE,,,,0,0,0,0,0,510.41,0.0014,25520647,0,uvm_report_server
RUN-000074,dma_burst_test-000074,1577608169,PASS,pass,NONE,,,,0,0,0,0,0,194.29,0.0084,38857869,0,uvm_report_server
RUN-000075,reset_recovery_test-000075,920615177,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,454980,3,0,0,1,0,458.98,0.0011,45898090,1,uvm_report_server
RUN-000076,reg_sweep_test-000076,1454795610,PASS,pass,NONE,,,,0,0,0,0,0,41.66,0.01,4165645,0,uvm_report_server
RUN-000077,backpressure_test-000077,1454662639,PASS,pass,NONE,,,,0,1,0,0,0,5.15,0.0377,1030082,0,uvm_report_server
RUN-000078,dma_burst_test-000078,1819794931,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,23510,3,0,0,0,0,27.51,0.0025,5501652,1,uvm_report_server
RUN-000079,irq_storm_test-000079,1879874040,FAIL,fail,IRQ_LOST,B_IRQ_0x45,IRQ_LOST,625140,2,0,0,0,0,629.14,0.0004,31456797,1,uvm_report_server
RUN-000080,reg_sweep_test-000080,1243219533,FAIL,fail,PREADY_TIMEOUT,B_APB_0x58,PREADY_TIMEOUT,11220,4,1,1,1,0,15.22,0.0072,3044030,1,uvm_report_server
RUN-000081,reset_recovery_test-000081,1007477001,PASS,pass,NONE,,,,0,0,0,0,0,145.16,0.0026,29031728,0,uvm_report_server
RUN-000082,dma_burst_test-000082,1452937885,FAIL,fail,METASTABILITY,B_CDC_0x62,METASTABILITY,30800,2,0,0,0,0,34.8,0.0045,3480124,1,uvm_report_server
RUN-000083,dma_burst_test-000083,887197914,FAIL,fail,IRQ_LOST,B_IRQ_0x45,IRQ_LOST,795280,3,0,0,1,0,799.28,0.0002,19981926,1,uvm_report_server
RUN-000084,irq_storm_test-000084,818897622,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,737260,3,1,0,1,0,741.26,0.0004,18531405,1,uvm_report_server
RUN-000085,uart_loopback_test-000085,1218436386,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,6080,1,0,0,0,0,10.08,0.0055,1008423,1,uvm_report_server
RUN-000086,dma_burst_test-000086,510050654,PASS,pass,NONE,,,,0,0,0,0,0,34.13,0.0114,6826240,0,uvm_report_server
RUN-000087,reg_sweep_test-000087,916865492,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,32480,3,0,0,1,0,36.48,0.0033,3648201,1,uvm_report_server
RUN-000088,backpressure_test-000088,1030693629,PASS,pass,NONE,,,,0,0,0,0,0,11.64,0.0159,1163825,0,uvm_report_server
RUN-000089,reg_sweep_test-000089,2040488009,PASS,pass,NONE,,,,0,1,0,0,0,14.53,0.0072,1452948,0,uvm_report_server
RUN-000090,uart_loopback_test-000090,888476522,PASS,pass,NONE,,,,0,0,0,0,0,47.33,0.0168,9465361,0,uvm_report_server
RUN-000091,uart_loopback_test-000091,206214484,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,670730,2,0,1,0,0,674.73,0.0001,33736586,1,uvm_report_server
RUN-000092,reg_sweep_test-000092,1378782008,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,267140,2,0,0,0,0,271.14,0.0002,27113715,1,uvm_report_server
RUN-000093,irq_storm_test-000093,2115549120,PASS,pass,NONE,,,,0,1,0,0,0,303.94,0.0025,30393637,0,uvm_report_server
RUN-000094,reg_sweep_test-000094,878627018,FAIL,fail,FRAMING_ERROR,B_UART_0x24,FRAMING_ERROR,780800,2,0,0,0,1,784.8,0.0002,19620119,1,uvm_report_server
RUN-000095,backpressure_test-000095,615443963,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,520990,3,0,0,0,0,524.99,0.0008,52498890,1,uvm_report_server
RUN-000096,uart_loopback_test-000096,1274255146,PASS,pass,NONE,,,,0,0,0,0,0,212.69,0.0037,21269016,0,uvm_report_server
RUN-000097,parity_stress_test-000097,1151860759,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,20740,3,0,0,0,0,24.74,0.0026,618427,1,uvm_report_server
RUN-000098,irq_storm_test-000098,183895686,PASS,pass,NONE,,,,0,1,0,0,0,72.42,0.0112,3620909,0,uvm_report_server
RUN-000099,reg_sweep_test-000099,1402337403,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,232190,2,0,0,0,0,236.19,0.0007,11809633,1,uvm_report_server
RUN-000100,irq_storm_test-000100,1317797610,FAIL,fail,FRAMING_ERROR,B_UART_0x24,FRAMING_ERROR,14520,3,0,0,0,1,18.52,0.0035,1851912,1,uvm_report_server
RUN-000101,uart_loopback_test-000101,1654899187,FAIL,fail,PREADY_TIMEOUT,B_APB_0x58,PREADY_TIMEOUT,80450,1,0,1,0,0,84.45,0.0028,16890747,1,uvm_report_server
RUN-000102,dma_burst_test-000102,984364434,PASS,pass,NONE,,,,0,1,0,0,0,53.9,0.0039,2694844,0,uvm_report_server
RUN-000103,uart_loopback_test-000103,1384949119,FAIL,fail,IRQ_LOST,B_IRQ_0x45,IRQ_LOST,313610,1,1,0,0,0,317.61,0.0011,15880326,1,uvm_report_server
RUN-000104,uart_loopback_test-000104,912173746,PASS,pass,NONE,,,,0,0,0,0,0,42.54,0.0086,4253642,0,uvm_report_server
RUN-000105,irq_storm_test-000105,669497902,PASS,pass,NONE,,,,0,1,0,0,0,165.69,0.0199,33138295,0,uvm_report_server
RUN-000106,dma_burst_test-000106,1268795592,PASS,pass,NONE,,,,0,1,0,0,0,93.39,0.0328,18677785,0,uvm_report_server
RUN-000107,reg_sweep_test-000107,1884709097,PASS,pass,NONE,,,,0,1,0,0,0,232.9,0.0133,46580817,0,uvm_report_server
RUN-000108,parity_stress_test-000108,1750348393,PASS,pass,NONE,,,,0,1,0,0,0,366.73,0.0041,36672719,0,uvm_report_server
RUN-000109,uart_loopback_test-000109,1418354792,FAIL,fail,FRAMING_ERROR,B_UART_0x24,FRAMING_ERROR,17430,1,1,0,0,1,21.43,0.0019,2143497,1,uvm_report_server
RUN-000110,dma_burst_test-000110,167306603,PASS,pass,NONE,,,,0,0,0,0,0,97.02,0.0289,19403829,0,uvm_report_server
RUN-000111,reg_sweep_test-000111,1853603641,PASS,pass,NONE,,,,0,1,0,0,0,12.52,0.0552,2504869,0,uvm_report_server
RUN-000112,dma_burst_test-000112,369170117,PASS,pass,NONE,,,,0,1,0,0,0,761.6,0.0009,76159746,0,uvm_report_server
RUN-000113,reset_recovery_test-000113,497990995,PASS,pass,NONE,,,,0,1,0,0,0,23.8,0.0042,4759639,0,uvm_report_server
RUN-000114,uart_loopback_test-000114,1864799539,PASS,pass,NONE,,,,0,0,0,0,0,33.92,0.0108,1695812,0,uvm_report_server
RUN-000115,reset_recovery_test-000115,1735745734,PASS,pass,NONE,,,,0,0,0,0,0,194.95,0.0038,9747478,0,uvm_report_server
RUN-000116,irq_storm_test-000116,1226621501,PASS,pass,NONE,,,,0,0,0,0,0,137.93,0.006,13793024,0,uvm_report_server
RUN-000117,irq_storm_test-000117,1639331730,PASS,pass,NONE,,,,0,0,0,0,0,174.09,0.0093,17408640,0,uvm_report_server
RUN-000118,parity_stress_test-000118,1284364331,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,95070,2,1,0,1,0,99.07,0.0008,9907044,1,uvm_report_server
RUN-000119,dma_burst_test-000119,1554434355,PASS,pass,NONE,,,,0,0,0,0,0,632.25,0.0024,31612563,0,uvm_report_server
RUN-000120,reg_sweep_test-000120,1538832457,PASS,pass,NONE,,,,0,1,0,0,0,33.53,0.0059,3352855,0,uvm_report_server
RUN-000121,irq_storm_test-000121,1679926691,FAIL,fail,PREADY_TIMEOUT,B_APB_0x58,PREADY_TIMEOUT,610170,1,0,1,0,0,614.17,0.0005,30708481,1,uvm_report_server
RUN-000122,irq_storm_test-000122,1481884713,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,41480,3,0,1,1,0,45.48,0.0005,4547983,1,uvm_report_server
RUN-000123,reset_recovery_test-000123,656828488,PASS,pass,NONE,,,,0,0,0,0,0,124.58,0.0032,12457622,0,uvm_report_server
RUN-000124,reg_sweep_test-000124,1003677389,PASS,pass,NONE,,,,0,1,0,0,0,566.28,0.0028,113255912,0,uvm_report_server
RUN-000125,uart_loopback_test-000125,509335882,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,111490,2,1,1,0,0,115.49,0.0002,11548704,1,uvm_report_server
RUN-000126,parity_stress_test-000126,2042052406,PASS,pass,NONE,,,,0,0,0,0,0,266.34,0.0111,13317088,0,uvm_report_server
RUN-000127,irq_storm_test-000127,785541415,PASS,pass,NONE,,,,0,0,0,0,0,199.63,0.0002,4990682,0,uvm_report_server
RUN-000128,uart_loopback_test-000128,1130141222,PASS,pass,NONE,,,,0,1,0,0,0,547.06,0.0014,54705543,0,uvm_report_server
RUN-000129,dma_burst_test-000129,823972999,PASS,pass,NONE,,,,0,1,0,0,0,582.13,0.0055,58212918,0,uvm_report_server
RUN-000130,dma_burst_test-000130,1728588069,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,13050,2,0,0,0,0,17.05,0.0067,852639,1,uvm_report_server
RUN-000131,reg_sweep_test-000131,1790059022,PASS,pass,NONE,,,,0,1,0,0,0,97.36,0.0083,9735712,0,uvm_report_server
RUN-000132,irq_storm_test-000132,706780235,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,208780,3,0,0,1,0,212.78,0.0002,10639067,1,uvm_report_server
RUN-000133,reg_sweep_test-000133,1776557561,PASS,pass,NONE,,,,0,0,0,0,0,458.51,0.0017,22925359,0,uvm_report_server
RUN-000134,reg_sweep_test-000134,1289461176,PASS,pass,NONE,,,,0,1,0,0,0,134.14,0.0104,13414397,0,uvm_report_server
RUN-000135,uart_loopback_test-000135,1412500762,PASS,pass,NONE,,,,0,0,0,0,0,173.33,0.0087,4333140,0,uvm_report_server
RUN-000136,dma_burst_test-000136,492664184,PASS,pass,NONE,,,,0,1,0,0,0,48.37,0.0143,2418492,0,uvm_report_server
RUN-000137,irq_storm_test-000137,1588552635,PASS,pass,NONE,,,,0,0,0,0,0,65.26,0.0063,13052844,0,uvm_report_server
RUN-000138,parity_stress_test-000138,1188488034,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,24760,3,0,0,0,0,28.76,0.001,5751431,1,uvm_report_server
RUN-000139,uart_loopback_test-000139,934566779,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,505120,4,0,0,1,0,509.12,0.0007,50911891,1,uvm_report_server
RUN-000140,reg_sweep_test-000140,1601066103,PASS,pass,NONE,,,,0,1,0,0,0,55.52,0.0037,5552279,0,uvm_report_server
RUN-000141,reg_sweep_test-000141,208356777,PASS,pass,NONE,,,,0,1,0,0,0,311.05,0.0093,62209559,0,uvm_report_server
RUN-000142,reg_sweep_test-000142,20381392,PASS,pass,NONE,,,,0,0,0,0,0,24.53,0.0653,2452732,0,uvm_report_server
RUN-000143,reg_sweep_test-000143,1469359334,PASS,pass,NONE,,,,0,0,0,0,0,176.3,0.0167,17630002,0,uvm_report_server
RUN-000144,uart_loopback_test-000144,1791828400,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,65470,2,0,0,0,0,69.47,0.0013,6946701,1,uvm_report_server
RUN-000145,parity_stress_test-000145,159255617,FAIL,fail,FRAMING_ERROR,B_UART_0x24,FRAMING_ERROR,9140,4,0,0,1,1,13.14,0.0014,1313507,1,uvm_report_server
RUN-000146,reset_recovery_test-000146,1208040151,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,791540,3,0,1,1,0,795.54,0.0009,39776803,1,uvm_report_server
RUN-000147,reg_sweep_test-000147,479847067,PASS,pass,NONE,,,,0,1,0,0,0,21.01,0.0022,2100548,0,uvm_report_server
RUN-000148,reset_recovery_test-000148,1622422596,FAIL,fail,FRAMING_ERROR,B_UART_0x24,FRAMING_ERROR,49860,2,1,0,1,1,53.86,0.0007,5385939,1,uvm_report_server
RUN-000149,reg_sweep_test-000149,1677889639,PASS,pass,NONE,,,,0,0,0,0,0,136.88,0.0229,27375389,0,uvm_report_server
RUN-000150,backpressure_test-000150,1594411365,PASS,pass,NONE,,,,0,0,0,0,0,405.01,0.0019,10125304,0,uvm_report_server
RUN-000151,uart_loopback_test-000151,1171406124,PASS,pass,NONE,,,,0,0,0,0,0,268.67,0.0015,6716831,0,uvm_report_server
RUN-000152,uart_loopback_test-000152,2060825729,PASS,pass,NONE,,,,0,0,0,0,0,690.99,0.0022,34549566,0,uvm_report_server
RUN-000153,uart_loopback_test-000153,2104665573,PASS,pass,NONE,,,,0,1,0,0,0,266.98,0.0028,6674605,0,uvm_report_server
RUN-000154,irq_storm_test-000154,2135433519,PASS,pass,NONE,,,,0,0,0,0,0,479.02,0.0007,11975546,0,uvm_report_server
RUN-000155,parity_stress_test-000155,1498964826,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,400160,2,0,1,0,0,404.16,0.0018,80832128,1,uvm_report_server
RUN-000156,reset_recovery_test-000156,262438362,PASS,pass,NONE,,,,0,0,0,0,0,96.84,0.0042,4841932,0,uvm_report_server
RUN-000157,reset_recovery_test-000157,1136596354,PASS,pass,NONE,,,,0,0,0,0,0,87.07,0.0012,4353340,0,uvm_report_server
RUN-000158,irq_storm_test-000158,245974295,PASS,pass,NONE,,,,0,0,0,0,0,70.1,0.0222,14020505,0,uvm_report_server
RUN-000159,parity_stress_test-000159,1744086455,PASS,pass,NONE,,,,0,1,0,0,0,53.54,0.0034,2677012,0,uvm_report_server
RUN-000160,reset_recovery_test-000160,661485138,PASS,pass,NONE,,,,0,0,0,0,0,71.07,0.0028,1776760,0,uvm_report_server
RUN-000161,irq_storm_test-000161,2132967150,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,6000,1,0,0,0,0,10.0,0.0105,999976,1,uvm_report_server
RUN-000162,reset_recovery_test-000162,857152390,FAIL,fail,FRAMING_ERROR,B_UART_0x24,FRAMING_ERROR,12129,1,0,0,0,1,16.13,0.0019,806743,1,uvm_report_server
RUN-000163,reg_sweep_test-000163,314369756,PASS,pass,NONE,,,,0,0,0,0,0,681.43,0.0046,68142752,0,uvm_report_server
RUN-000164,uart_loopback_test-000164,627746377,PASS,pass,NONE,,,,0,0,0,0,0,13.06,0.0073,2611992,0,uvm_report_server
RUN-000165,parity_stress_test-000165,1229935797,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,389800,3,0,0,0,0,393.8,0.0005,19690210,1,uvm_report_server
RUN-000166,reg_sweep_test-000166,1320127481,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,78570,4,1,0,1,0,82.57,0.0007,16513765,1,uvm_report_server
RUN-000167,reg_sweep_test-000167,1502645170,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,309460,2,0,1,0,0,313.46,0.0003,31346099,1,uvm_report_server
RUN-000168,dma_burst_test-000168,769005849,PASS,pass,NONE,,,,0,0,0,0,0,784.55,0.001,19613799,0,uvm_report_server
RUN-000169,backpressure_test-000169,888730495,PASS,pass,NONE,,,,0,0,0,0,0,113.06,0.0143,11305704,0,uvm_report_server
